"IDRSSD"	RCON5562	RCON5563	RCON5564	RCON5565	RCON5566	RCON5567	RCON5568	RCON5569	RCON5570	RCON5571	RCON5572	RCON5573	RCON5574	RCON5575	RCON5576	RCON5577	RCON5578	RCON5579	RCON5580	RCON5581	RCON5582	RCON5583	RCON5584	RCON5585	RCON5586	RCON5587	RCON5588	RCON5589	RCON6860	RCON6999	
	# OF LNS SECD BY NONFM NONRES PROPS	# OF C&I LNS TO U.S. ADDRESSEES	# PERMNT MTG LNS AMTS $100,000 OR LS	OTSTG BAL PRMT MTG LS $100,000 OR LS	NO OF LOANS > $100,000 THRU $250,000	OTSTDG BAL > $100,000 THRU $250,000	NO OF LNS > $250,000 THRU $1 MILLION	OTSTD BAL > $250,000 THRU $1 MILLION	# NONMTG CML LNS AMTS $100,000 OR LS	OTSTG BAL NONMTGE LNS $100,000 OR LS	NO OF LOANS > $100,000 THRU $250,000	OTSTDG BAL > $100,000 THRU $250,000	NO OF LNS > $250,000 THRU $1 MILLION	OTSTG BAL > $250,000 THRU $1 MILLION	NO OF LNS RPTD ON LINES: ITEM NO 260	# OF LS RPTD LINES: ITMS 300,303&306	# LS SCD PRIM BY FRMS $100,000 OR LS	OTST BL SCD PR BY FMS $100,000 OR LS	NO OF LOANS > $100,000 THRU $250,000	OTSTDG BAL > $100,000 THRU $250,000	NO OF LOANS > $250,000 THRU $500,000	OTSTDG BAL > $250,000 THRU $500,000	# LNS TO FIN AGR PRDT $100,000 OR LS	OTST BAL FIN AGR PRDT $100,000 OR LS	NO OF LOANS > $100,000 THRU $250,000	OTSTDG BAL > $100,000 THRU $250,000	NO OF LOANS > $250,000 THRU $500,000	OTSTDG BAL > $250,000 THRU $500,000	AGRICLTRL LNS TO SMALL FARMS INDCTR	LOANS TO SMALL BUSINESSES INDICATOR	
37	62	87													26	4													true	true	
242	85	97													65	97	0	0	0	0	0	0	0	0	0	0	0	0	true	true	
279			40	1684	22	2677	16	6769	63	1089	10	1253	3	653	10	44													true	false	
354			3	90	0	0	0	0	7	136	1	185	1	147			8	369	4	409	0	0	19	381	2	262	0	0	false	false	
457			10	440	13	1621	3	1026	41	1132	11	1139	15	4884			18	664	9	1360	6	1441	50	1220	8	1006	12	3361	false	false	
505			13	633	34	4615	35	16449	174	3785	37	2889	20	6684															false	false	
1155			43	1848	40	4901	41	12910	174	4331	50	5227	39	10710			15	608	11	1444	12	3572	53	1465	10	1352	6	1345	false	false	
1351			143	3763	16	1870	20	6877	224	3678	33	3613	11	4229			67	2580	28	3803	9	2348	142	2269	8	1120	0	0	false	false	
1454			45	1593	69	7544	45	15340	467	7899	63	5589	25	7347			7	260	5	693	6	2106	50	1306	12	869	2	358	false	false	
1557	24	101															11	540	13	1762	8	2156	238	5603	42	5774	11	2655	false	true	
1669			77	2337	20	2534	11	3531	175	3016	10	824	10	2853			1	14	1	35	0	0	141	2113	0	0	1	350	false	false	
1829			76	3179	63	9232	79	30768	100	3383	26	2736	18	5982															false	false	
1856			11	305	1	152	2	445	21	639	66	7299	8	2006			6	287	2	221	5	1637	24	428	2	356	0	0	false	false	
2040			32	2168	29	3616	39	15168	75	2238	22	2658	32	10265			5	235	3	676	3	624	9	99	1	0	0	0	false	false	
2161			63	1030	16	873	1	84	973	4593	51	4451	25	6594			4	31	0	0	0	0	224	3669	2	112	3	1025	false	false	
2376			9	501	42	6667	195	86168	20	610	2	274	2	475															false	false	
2554	3	45													37	43	0	0	0	0	0	0	0	0	0	0	0	0	true	true	
2732			15	583	53	7755	143	65973	48	1867	31	3869	19	5756			0	0	1	138	0	0	0	0	0	0	0	0	false	false	
2750			10	410	5	634	0	0	27	588	6	622	6	2247			8	359	5	564	3	447	34	1010	14	2058	20	4648	false	false	
3177			66	2361	91	11487	112	45114	80	1703	27	3044	21	5030															false	false	
3252			22	1019	15	2036	9	2921	236	6563	25	3024	5	1303			40	1282	33	4447	27	7811	722	22054	60	6435	23	6395	false	false	
3458			7	138	3	361	3	1356	31	782	9	924	5	816			29	1104	13	1485	4	1060	48	530	0	0	1	116	false	false	
3720			72	2598	52	6643	54	20090	228	4781	32	3299	19	4596			54	1845	29	2926	13	3677	42	940	18	1987	6	1486	false	false	
3971			22	694	24	2392	48	21032	59	853	15	1396	12	4033			18	851	39	5165	27	7127	57	1345	26	2718	24	5092	false	false	
4156			43	1673	26	2873	24	9065	171	2916	19	2315	12	5597			88	3427	52	6355	16	4530	255	5119	30	3724	8	2038	false	false	
4231			134	4491	29	4086	17	5958	57	1005	8	877	0	0			154	4217	30	3167	7	1372	28	372	1	78	0	0	false	false	
4437			56	2221	33	4169	55	19554	96	1780	28	3354	16	5443			5	274	4	482	4	1389	2	95	1	200	2	645	false	false	
4839			69	3578	94	14684	93	44160	114	1149	12	1837	15	2793															false	false	
5069			2	86	5	821	33	19687	2	156	2	150	3	1521															false	false	
5135			111	4126	57	7040	47	15317	321	5374	31	3010	12	3516			179	6883	94	10787	53	14884	286	7417	69	7257	40	5900	false	false	
5210			103	4187	165	20772	170	67908	225	5164	46	4549	45	13027			26	980	23	3032	15	4552	29	535	1	110	1	216	false	false	
5461			22	1352	48	7366	103	44955	164	5562	81	6458	68	21367			0	0	3	443	5	1667	9	355	6	837	3	915	false	false	
5751			48	1965	32	4337	21	9093	309	7785	41	4576	24	8824			19	942	18	2791	16	4310	102	3300	52	6113	22	6203	false	false	
6039			65	2047	15	1534	20	7479	82	1460	7	748	8	2773			46	1411	12	1296	10	2329	81	1391	7	663	3	501	false	false	
6141			46	1541	18	2297	7	2244	41	681	3	365	0	0			46	1165	7	916	2	325	53	1329	5	622	2	521	false	false	
6329			126	8967	97	13027	76	28674	752	16463	45	4229	9	1682			42	1906	15	2011	9	2234	93	2440	9	1446	1	475	false	false	
7009			0	0	0	0	0	0	0	0	1	50	8	3811															false	false	
7045			52	2158	33	4515	16	6829	32	805	7	566	7	2780			22	856	12	1651	3	1009	47	975	12	1517	5	941	false	false	
7072			15	696	26	3779	31	12526	31	1005	3	212	2	776			0	0	0	0	1	450	0	0	1	174	0	0	false	false	
7157			16	458	2	302	0	0	77	1522	11	1284	2	1215			15	713	8	1006	1	393	108	1423	3	500	1	346	false	false	
7456			14	494	10	1299	11	3829	40	933	15	1467	18	5131			15	712	17	1857	8	1694	44	1022	28	2184	15	2995	false	false	
7634			60	2386	22	2796	12	5649	79	1298	13	1423	4	1581			15	633	5	822	0	0	37	1179	3	173	3	724	false	false	
8033			15	763	24	2956	36	13073	116	2029	23	1613	11	2833			1	7	6	648	5	1049	19	569	5	288	6	840	false	false	
8462			13	375	4	479	2	617	134	2871	13	1593	24	6831			12	356	13	1654	3	818	32	854	15	1534	9	2196	false	false	
8631			13	477	8	993	7	2878	56	1916	15	1810	13	4107			0	0	2	183	2	761	3	109	0	0	0	0	false	false	
9357			4	195	7	1228	48	24056	210	4777	109	7014	135	29602															false	false	
9553			13	567	11	1405	1	520	34	810	14	1485	8	2709			23	735	38	4807	46	12940	70	2280	48	3619	38	8626	false	false	
9807			10	518	29	5545	104	45734	47	1574	29	3588	28	10370															false	false	
9955			13	348	6	954	9	4240	114	1603	17	1892	14	4225			63	2166	35	3974	19	4681	90	2498	19	1729	7	1672	false	false	
10250			25	1030	72	9741	89	40921	318	8597	107	11116	58	20693			0	0	1	227	2	884	0	0	0	0	0	0	false	false	
10849			24	830	22	2948	18	7864	47	1207	8	1181	5	1504			17	636	7	678	7	1590	20	437	7	670	5	869	false	false	
10858			36	1437	39	5533	52	20275	236	5774	67	7798	50	14552			54	2618	59	7734	17	4928	395	14844	119	13611	45	10707	false	false	
11145			227	14542	89	11329	70	29277	117	1427	11	1112	7	2538			0	0	1	180	0	0	1	45	0	0	0	0	false	false	
11275			40	1762	78	11500	152	71517	261	6553	120	11645	129	36854			0	0	0	0	0	0	0	0	0	0	0	0	false	false	
11640			48	1806	31	3861	38	13084	307	5578	45	4126	24	7473			31	893	23	2225	15	4112	79	1837	38	3214	32	3734	false	false	
11837			14	610	6	792	11	3611	8	90	2	250	1	520			6	176	2	269	2	736	2	62	0	0	0	0	false	false	
12030			270	9573	136	16386	100	35126	583	8442	39	4304	25	7789			106	3358	39	6012	25	6909	111	1750	7	896	1	132	false	false	
12142			49	1886	37	4203	36	14186	172	3294	22	2598	13	4119			14	438	9	998	4	936	16	305	5	231	0	0	false	false	
12179			9	374	12	1618	7	2772	23	545	7	1022	0	0			0	0	0	0	0	0	0	0	0	0	0	0	false	false	
12245			77	4676	65	8128	34	11482	97	2300	17	1880	2	433			7	185	2	245	1	321	5	156	0	0	1	407	false	false	
12311			2163	100761	3123	400514	3929	1397636	19846	565855	3439	356968	3075	891130			203	10156	181	22420	66	16901	465	12396	110	10232	55	14004	false	false	
12647			35	1269	33	4306	24	8514	133	2658	24	2437	10	1896			18	715	11	1249	8	2270	30	632	14	1021	7	1448	false	false	
12656	16	41													19	41													true	true	
12937			23	837	15	2597	42	21284	23	550	7	1381	12	6156			0	0	1	149	0	0	0	0	0	0	0	0	false	false	
12946			102	4135	99	13136	97	32353	674	12979	102	10170	62	18308			39	346	17	1475	15	3061	33	637	2	361	2	275	false	false	
12955			30	1280	26	4147	48	20840	84	2258	14	1512	25	8101			3	99	2	299	2	741	3	77	1	140	0	0	false	false	
13103			68	3132	145	20058	261	102648	387	9004	137	11511	138	34663															false	false	
13251	51	78															5	228	6	795	1	210	29	778	6	815	2	430	false	true	
13457			6	45	2	155	0	0	25	284	3	279	1	291			6	246	6	911	4	1401	72	1329	17	2059	6	1085	false	false	
14052			46	1779	26	4278	18	7053	57	1140	6	682	0	0			3	226	1	95	1	406	4	123	0	0	0	0	false	false	
14155			50	2299	33	4079	21	7220	191	4344	15	1358	5	1190			96	3703	73	9656	17	4653	413	7548	44	4897	12	3740	false	false	
14650	30	92													6	50													true	true	
14753	10	84															18	637	8	1124	4	1245	244	5673	15	2115	10	2330	false	true	
14865			63	2618	73	9545	47	19826	213	4292	46	4437	33	8035			50	2575	97	12680	37	10686	245	5484	106	9660	43	9325	false	false	
14977			4	88	1	100	0	0	43	772	6	753	1	252			25	957	17	1773	3	815	82	2852	21	2021	5	210	false	false	
16458			15	494	36	4638	46	16212	181	4428	31	2708	18	5078			5	149	3	282	2	622	4	57	1	125	3	340	false	false	
16551			113	3700	68	7886	49	14694	211	3112	53	5311	20	4605			29	1115	16	2024	6	1140	54	1292	11	847	7	1584	false	false	
16748			16	582	10	1125	6	1745	34	844	10	874	5	972			9	453	17	2159	7	1899	33	983	10	1415	4	866	false	false	
16944	491	10													546	10													true	true	
16953	18	110													20	286													true	true	
17110			0	0	0	0	0	0	2	21	6	269	4	1061															false	false	
17147			623	24185	619	78882	788	331346	2427	48214	613	58317	679	193670			315	12725	222	29293	130	37137	386	10503	138	14773	95	23159	false	false	
17259			15	260	18	1447	5	1233	13	899	6	1441	6	3971	92	30													true	false	
17464			81	2772	193	24468	290	113446	967	19794	192	15603	137	30084			6	266	3	169	1	185	23	246	8	386	2	414	false	false	
17950			84	3591	97	12512	59	19311	259	5666	41	4569	17	4448			54	2236	52	6880	36	9497	273	6247	32	3208	13	3666	false	false	
17978			44	1808	35	4600	20	8355	0	0	0	0	0	0			2	79	4	564	1	346	2	9	0	0	0	0	false	false	
18050			52	2200	61	8013	56	22248	293	4731	28	2716	11	3979			100	4027	38	4821	6	1442	142	1822	5	487	0	0	false	false	
18135			5	166	5	202	10	2436	68	2563	59	5845	49	13599															false	false	
18377			1	88	0	0	1	545	1	64	0	0	0	0			0	0	3	311	2	490	0	0	0	0	0	0	false	false	
18827			44	1805	40	4141	39	11576	111	2283	16	1488	20	5036			0	0	1	61	0	0	0	0	0	0	0	0	false	false	
18836			41	1459	30	3597	26	7003	39	1028	4	573	3	2028			12	323	12	1189	3	569	26	625	6	601	0	0	false	false	
18854			18	790	8	996	10	4646	295	7742	64	8861	76	35601			23	971	25	2653	18	7139	139	3576	25	3415	11	3785	false	false	
19356			3	101	2	77	4	2066	5	112	10	1179	11	4345			2	58	1	46	0	0	2	43	0	0	1	291	false	false	
19730			100	4903	230	31020	358	143881	222	7972	171	22189	218	79098			10	426	16	2489	9	3102	18	391	8	1073	3	594	false	false	
19936			52	2455	64	7954	33	12849	49	2660	8	1821	7	4088			48	4360	31	4293	23	7368	107	5285	29	4511	4	1409	false	false	
19972			0	0	0	0	0	0	0	0	1	117	0	0			0	0	1	87	0	0	0	0	0	0	0	0	false	false	
20053			45	1720	18	2670	11	1901	90	2092	16	1593	3	376			23	1042	21	3278	13	3405	101	2862	18	2075	1	368	false	false	
20512	82	23																											false	true	
20633			28	1043	25	4541	46	16095	36	1076	12	1781	5	1254			0	0	1	148	0	0	0	0	0	0	1	393	false	false	
20857			11	314	5	482	5	1312	115	1474	9	642	10	3819			6	300	21	2441	16	4268	229	1255	3	210	14	3426	false	false	
21256			1	20	2	184	0	0	9	84	1	127	0	0	1	2													true	false	
21359			5	147	8	1634	0	0	26	619	5	943	0	0	35	93													true	false	
21630			37	1339	31	4483	14	5776	140	3045	20	1773	6	2500			5	215	1	69	0	0	4	131	0	0	3	155	false	false	
