"IDRSSD"	RIAD3123	RIAD4230	RIAD4605	RIAD5523	RIADB522	RIADC079	RIADC233	RIADC389	RIADC390	RIADC435	RIADC781	
	ALLL_AMT	PROVISION FOR CREDIT LOSSES	RECOVERIES CREDITED TO RESERVES	WRITE DOWN ARISING FRM TRNSFR TO HFS	BEGIN BALANCE (MOST RECENT) IN ALLL	CHRG-OFFS ON ALLWNCE FOR L&L LOSSES	ADJUSTMENTS	SEPARATE VAL ALLOW CRED/FIN CHGS	AMT ALLOW LN&LSE LOSS CC/FIN CHGS	ALLOCATED TRANSFER RISK RESERVE	AMT OF ALLOWNCE FOR POST-ACQUISTN LO	
37	989	40	2	0	1019	72	0					
242	188	0	9	0	185	6	0					
279	972	6	4	0	971	9	0					
354	125	0	7	0	124	6	0					
457	394	0	92	0	516	214	0					
505	5158	312	11	0	4839	4	0					
1155	3431	204	192	0	3153	118	0					
1351	1303	175	62	0	1200	134	0					
1454	3329	0	53	0	3364	88	0					
1669	2929	64	19	0	2900	54	0					
1856	572	0	1	0	580	9	0					
2040	2790	0	67	0	2762	39	0					
2161	975	41	9	0	949	24	0			0	0	
2376	30563	0	255	0	30402	94	0			0	0	
2554	167	12	0	0	155	0	0					
2732	4772	250	148	0	4539	165	0					
2750	864	0	3	0	861	0	0					
3252	4068	900	170	0	3691	693	0					
3458	388	30	2	0	443	87	0					
3720	1665	34	1	0	1640	10	0				0	
3971	10216	505	517	0	10362	1168	0					
4156	1950	0	6	0	2008	64	0					
4231	653	185	39	0	613	184	0					
5069	12025	-640	0	0	12665	0	0					
5135	4606	315	26	0	4410	145	0					
5210	13143	570	34	0	13976	1437	0			0	0	
5461	6045	0	13	0	6133	101	0					
5751	2176	0	117	0	2084	25	0					
6039	2881	125	61	0	2770	75	0			0	0	
6329	10404	3850	544	0	9650	3640	0				0	
7009	0	0	0	0	0	0	0					
7045	1185	180	22	0	1033	50	0			0	0	
7072	1792	182	17	0	2001	408	0					
7456	815	25	0	0	849	59	0					
7634	1034	60	14	0	991	31	0					
8033	1348	250	3	0	1249	154	0					
8462	1076	0	9	0	1071	4	0					
8631	426	0	0	0	427	1	0					
9357	3564	250	1	0	3313	0	0				0	
9553	1208	200	2	0	1006	0	0					
9807	32178	0	2255	0	30011	88	0				0	
9955	1550	0	1	0	1556	7	0					
10250	3360	0	425	0	2985	50	0					
10849	1215	132	0	0	1083	0	0					
11145	2371	184	23	0	2242	78	0			0	0	
11640	3611	47	22	0	3704	162	0					
11837	834	0	6	0	828	0	0					
12030	8511	0	6554	0	8132	6175	0					
12142	1660	60	50	0	1595	45	0					
12179	136	-43	2	0	181	4	0					
12311	740479	118225	58268	0	686938	122952	0	0	4195		0	
12647	1047	0	4	0	1050	7	0			0	0	
12656	221	0	1	0	231	11	0					
12937	2133	0	6	0	2127	0	0					
12946	18287	1921	279	0	17863	1776	0				0	
13103	15438	586	64	0	15111	323	0				0	
13251	497	30	31	0	459	23	0					
13457	214	0	0	0	214	0	0					
14052	513	0	7	0	508	2	0					
14155	2659	210	46	0	2472	69	0					
14650	587	45	3	0	620	81	0					
14753	502	0	0	0	502	0	0					
14865	4185	850	52	0	3318	35	0					
14977	578	45	3	0	560	30	0			0	0	
16551	3051	0	72	0	3179	200	0					
16748	719	0	0	0	719	0	0					
17110	279	0	0	0	279	0	0			0	0	
17147	77543	4163	3891	0	75032	5543	0			0	0	
17259	172	0	1	0	176	5	0					
17950	4125	200	31	0	3931	37	0					
17978	1445	6	2	0	1445	8	0					
18050	4887	240	39	0	4679	71	0					
18135	1209	-32	83	0	1170	12	0					
18827	6578	762	162	0	5825	171	0			0	0	
18836	1273	71	28	0	1236	62	0					
18854	7702	100	34	0	7654	86	0				0	
19356	1124	20	15	0	874	37	252					
19936	3524	130	25	0	3395	26	0					
19972	400	5	0	0	400	5	0					
20053	1218	60	12	0	1150	4	0					
20633	2928	88	42	0	3095	297	0					
20857	832	91	0	0	741	0	0					
21256	78	0	0	0	78	0	0					
21359	323	68	0	0	343	88	0					
21658	1888	90	10	0	1812	24	0				0	
22048	1364	22	15	0	1721	394	0					
22543	636	20	0	0	643	27	0				0	
22552	1372	-8	126	0	1255	1	0					
22730	1376	165	111	0	1219	119	0					
22936	1232	0	60	0	1203	31	0					
23456	1678	180	4	0	1069	43	468					
23504	31652	1200	477	0	31707	1732	0			0	0	
23643	1251	18	100	0	1283	150	0					
23755	1479	15	3	0	1476	15	0					
24006	4904	79	610	0	4471	256	0				73	
24378	194	0	4	0	196	6	0					
24453	2996	975	85	0	2914	978	0					
24659	409	0	3	0	535	129	0					
24668	12098	3682	231	0	10128	1943	0				0	
24949	4502	-600	341	0	4807	46	0					
25357	3081	683	24	0	2975	601	0					
25647	1611	150	0	0	1461	0	0				0	
26176	4183	0	114	0	4069	0	0					
26242	3006	150	86	0	2917	139	-8					
26457	206	3	1	0	202	0	0					
26765	5241	3610	98	0	5534	4001	0					
27070	1000	79	0	0	1000	79	0					
27548	6499	880	346	0	5503	230	0				0	
27614	1387	0	10	0	1412	35	0					
27847	4865	250	176	0	4520	81	0					
28013	26882	704	82	0	26160	64	0				951	
28152	1348	60	5	0	1294	11	0				0	
28255	3234	317	42	0	3111	236	0					
28406	20125	-359	19	0	20877	412	0				0	
28675	636	0	0	0	665	29	0				0	
28732	948	0	82	0	872	6	0					
29476	782	69	3	0	711	1	0					
29636	3028	-148	330	0	3019	173	0				0	
29878	14102	-476	178	0	14411	11	0				0	
30052	309	0	0	0	312	3	0					
30502	7003	0	139	0	7231	367	0			0	0	
30650	1369	0	3	0	1368	2	0					
30810	2821075	1492924	274473	0	2613189	1557728	-1783	0	202478		26665	
31134	1112	144	28	0	1000	60	0				0	
31255	5431	400	133	0	4901	3	0			0	0	
31657	913	45	21	0	875	28	0					
31826	3206	50	54	0	3174	72	0				0	
31835	1517	180	49	0	1431	143	0					
32234	16	1	5	0	21	11	0					
32766	248	30	3	0	218	3	0					
32971	1950	15	42	0	1997	104	0					
33147	3937	125	35	0	3884	107	0				0	
33259	7024	0	15	0	7013	4	0					
33268	1225	0	1	0	1238	14	0			0	0	
33370	116	0	0	0	116	0	0					
33839	102	0	0	0	102	0	0					
33857	7054	840	105	0	6827	718	0				0	
