"IDRSSD"	RIAD3584	RIAD3585	RIAD3588	RIAD3589	RIAD4266	RIAD4267	RIAD4605	RIAD4608	RIAD4617	RIAD4618	RIAD4627	RIAD4628	RIAD4635	RIAD4638	RIAD4643	RIAD4644	RIAD4645	RIAD4646	RIAD4652	RIAD4655	RIAD4662	RIAD4665	RIAD5409	RIAD5410	RIAD5411	RIAD5412	RIADB512	RIADB513	RIADB514	RIADB515	RIADC217	RIADC218	RIADC234	RIADC235	RIADC388	RIADC880	RIADC891	RIADC892	RIADC893	RIADC894	RIADC895	RIADC896	RIADC897	RIADC898	RIADF185	RIADF187	RIADF188	RIADK129	RIADK133	RIADK205	RIADK206	
	CHG-OFFS ON LNS SECURED BY FARMLAND	RECVRS ON LNS SECURED BY FARMLAND	CHG-OFFS ON LNS SECD BY MULTI-FAMILY	RECVRS ON LNS SECD BY MULTI-FMLY RES	CHG-OFF ON LS FINANCING RECEIVABLES	RECOV ON LEASE FINANCING RECEIVABLES	RECOVERIES CREDITED TO RESERVES	RECOVERIES ON C&I LOANS	RECOV ON C & I LNS-U.S. ADDRESSES	RECOV ON C & I LNS-NON-U.S. ADDRES	RECOV ON LNS TO FGN GOVTS & INST	RECOV ON ALL OTHER LOANS	LOSSES CHARGED TO RESERVE	CHARGE-OFFS ON C&I LOANS	CHG-OFFS ON LNS TO FGN GOVTS & INST	CHG-OFFS ON ALL OTHER LOANS	CHG-OFFS ON C&I LNS-U.S. ADDRESSES	CHG-OFFS ON C&I LNS-NON-U.S. ADDRES	CHRGE-OFFS ON R.E. LNS-NON U.S. ADDR	CHARGE-OFFS ON LOANS TO FARMERS	RECOV ON R.E. LOANS-NON U.S. ADDRESS	RECOVERIES ON LOANS TO FARMERS	CHG-OFFS OF LNS TO FINC COMMCL RE,CO	RECOVERS OF LNS TO FINC COMMCL RE,CO	CHG-OFFS OF RVLVG,OPEN-END LNS SECD	RECOVERS OF RVLVG,OPEN-END LNS SECD	CHRG-OFF ON LOANS IN FOREIGN OFFICES	RECVRS ON LOANS IN FOREIGN OFFICES	CHARGE-OFFS ON: CREDIT CARDS LOANS	RECOVERIES ON CREDIT CARDS LOANS	RCVRS ON CLSD-ED LNS:SECD FRST LIENS	RCVRS ON CLSD-ED LNS:SECURD JR LIENS	CHRG-OFFS CLSD-END:SECURED 1ST LIENS	CHRG-OFFS CLSD-END:SECURED JR LIENS	UNCOLLBLE CRED CRD FEE&FIN CHGS	CHARGE-OFFS ALL OTHR LEASE FNC RECVB	1-4 FAM RES CNSTRTN LN CHARGE-OFFS	1-4 FAM RES CNSTRTN LN RECOVERIES	OTHR CNSTRCTN LN & LAND DEV CHARGE-O	OTHR CNSTRCTN LN & LAND DEV RECOVERI	LN SCD BY OWNER-OCCPD NONFARM CHARGE	LN SCD BY OWNER-OCCPD NONFARM RECOVE	LN SCD BY OTHR NONFARM NONRES CHARGE	LN SCD BY OTHR NONFARM NONRES RECOVE	CHG-OFF LEASE TO IND FOR HOME & FAM 	LEASE TO IND FOR HOUSE & OTHR EXP RE	RECOVERIES ALL OTHR LEASE FNC RCVBL	CHRG OFF AUTO LN	RCVRY AUTO LN	CHARGE-OFFS ALL OTHER	RECOVERIES ALL OTHER	
37	0	0	0	0	0	0	4	0				0	17	0		9							0	0	0	0			0	0	0	0	6	0			0	0	0	1	0	0	0	0				2	3	0	0	
242	0	0	0	0	0	0	2	0				0	2	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	2	2	
279	0	0	0	0	0	0	21	2				0	11	0		6							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	18	5	1	
354	0	0	0	0	0	0	9	0				0	24	0		0				0		0	0	0	0	0			0	0	7	0	0	0			0	0	0	0	0	0	0	0				20	2	4	0	
457	0	0	0	0	0	0	0	0				0	5	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	1	0	0	0	0	0				0	0	4	0	
505	0	0	0	0	0	0	62	43				1	66	0		2				0		0	0	0	33	0			0	0	4	0	25	0			0	0	0	0	0	0	0	0				0	10	6	4	
1155	0	0	0	0	0	0	100	11				3	48	0		22							0	0	0	0			3	0	4	0	0	0			0	0	1	66	0	10	0	0				0	0	22	6	
1351	0	0	0	0	0	0	54	12				12	626	568		0				0		12	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				24	23	34	7	
1454	0	0	0	0	0	0	62	1				7	178	51		36				0		0	0	0	0	0			0	0	19	0	23	0			0	0	0	0	0	0	7	0				30	28	31	7	
1557	0	0	0	0	0	0	15	5				2	500	242		53				0		0	0	0	0	0			0	0	1	0	42	0			111	1	0	0	0	0	0	0				11	0	41	6	
1669	0	0	0	0	0	0	16	0				2	79	1		0							0	0	0	0			0	0	0	0	20	0			0	0	0	0	0	0	0	0				25	1	33	13	
1856	0	0	0	0	0	0	64	64				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
2040	0	0	0	0	0	0	66	66				0	20	18		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	2	0	
2161	0	0	0	0	0	0	7	0				3	95	0		22				0		0	0	0	0	0			1	0	0	0	0	0			0	0	0	0	0	0	0	0				11	1	61	3	
2376	0	0	0	0	0	0	559	0		0		0	34	12		0		0	0	0	0	0	0	0	0	51			0	0	69	0	22	0			0	32	0	0	0	407	0	0	0	0		0	0	0	0	
2554	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
2732	0	0	0	0	0	0	29	13				0	207	48		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	8	0	0	152	1				7	7	0	0	
2750	0	0	0	0	0	0	215	0				210	1	0		0				0		210	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	1	5	
3252	0	2	0	0	0	0	285	127				3	556	90		33				33		3	0	0	0	0			0	0	1	0	0	0			0	0	0	0	0	0	22	9				70	43	341	100	
3458	0	0	0	0	0	0	20	11				0	21	0		0				0		0	0	0	0	0			0	0	5	0	0	0			0	0	0	0	0	0	0	0				18	2	3	2	
3720	0	0	0	0	0	0	20	0				0	137	0		0				0		0	0	0	0	0			0	0	0	18	130	0			0	0	0	0	0	0	0	0				0	0	7	2	
3971	0	0	0	0	56	166	1014	265				0	2451	2		440				440		0	0	0	0	9			0	0	257	42	387	42			0	14	9	12	0	0	0	16				0	0	1515	233	
4156	0	0	0	0	0	0	17	11				0	27	0		0				0		0	0	0	0	0			0	0	6	0	22	0			0	0	0	0	0	0	0	0				5	0	0	0	
4231	0	2	0	0	0	0	31	0				9	53	0		0							0	0	0	0			0	0	0	0	44	0			0	0	0	0	0	0	0	0				6	11	3	9	
4839	0	0	0	2	0	0	5	1				0	1272	13		0				0		0	0	0	52	0			0	0	1	0	223	0			0	0	0	0	968	0	0	0				0	0	16	1	
5069	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
5135	0	0	18	0	0	0	30	3				4	555	476		24				24		4	0	0	0	0			8	1	18	0	20	0			0	0	0	0	0	0	0	0				9	4	0	0	
5210	0	0	0	0	0	0	183	6		0		11	272	5		124		0	0	0	0	0	0	0	9	0			0	0	24	28	32	0			0	40	0	0	0	0	0	61	0	0		0	0	102	13	
