"IDRSSD"	RCON8774	RCON8775	RCON8776	RCON8777	RCON8778	RCON8779	RCONA000	RCONA001	RCONA002	RCONA167	RCONA221	RCONA222	RCONA223	RCONA224	RCONA250	RCONB503	RCONB504	RCONB505	RCONB520	RCONB528	RCONB541	RCONB542	RCONB543	RCONB546	RCONB547	RCONB548	RCONB581	RCONB582	RCONB583	RCONB588	RCONB589	RCONB590	RCONB591	RCONB592	RCONB593	RCONB594	RCONB595	RCONB596	RCONB600	RCONB601	RCONB602	RCONB603	RCONB604	RCONB605	RCONB606	RCONB607	RCONB608	RCONB609	RCONB610	RCONB611	RCONB612	RCONB617	RCONB618	RCONB619	RCONB620	RCONB621	RCONB622	RCONB623	RCONB624	RCONB625	RCONB626	RCONB627	RCONB628	RCONB629	RCONB630	RCONB631	RCONB639	RCONB640	RCONB641	RCONB642	RCONB643	RCONB644	RCONB650	RCONB651	RCONB652	RCONB653	RCONB654	RCONB655	RCONB656	RCONB657	RCONB658	RCONB659	RCONB660	RCONB661	RCONB662	RCONB663	RCONB664	RCONB665	RCONB666	RCONB667	RCONB668	RCONB669	RCONB670	RCONB671	RCONB672	RCONB673	RCONB675	RCONB676	RCONB677	RCONB678	RCONB679	RCONB680	RCONB681	RCONB682	RCONB683	RCONB684	RCONB685	RCONB686	RCONB687	RCONB688	RCONB689	RCONB690	RCONB691	RCONB693	RCONB694	RCONB695	RCONB696	RCONB697	RCONB698	RCONB699	RCONB700	RCONB701	RCONB702	RCONB703	RCONB704	RCONC063	RCONC064	RCONC225	RCONC227	RCONC228	RCONC869	RCONF264	RCONG591	RCONG592	RCONG593	RCONG594	RCONG595	RCONG596	RCONG597	RCONG598	RCONG599	RCONG600	RCONG601	RCONG602	
735357	0	0	0	0	0	0	0	0	0	0	0	0	14307	17429	0	0	0	0	0	15162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	939	1750	12473	0	0	0	0	0	649	0	0	199	63	-135	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	97	0	0	0	216	2167	1813	12967	0	433	907	12967	14307	0	1029	1029	1385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
735414	0	0	0	0	0	0	0	0	0	0	0	0	32853	52489	0	0	0	0	0	36078	0	0	0	0	0	0	0	0	0	0	0	560	0	0	0	0	0	0	677	1739	0	0	0	7145	790	2597	0	0	0	0	0	0	0	0	0	0	0	0	0	24391	11687	0	0	0	0	0	3578	0	183	109	0	-146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	887	0	0	0	887	0	0	0	860	9025	25181	18457	0	1805	12591	18457	32853	0	32	32	6039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
735441	0	0	0	0	0	0	0	0	0	0	0	777	488812	527410	0	0	0	0	0	480914	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0	11542	5337	0	0	0	0	0	0	83	0	8529	3614	0	0	0	0	809	0	0	14650	7662	10346	448256	0	0	0	0	0	15091	135	1143	2291	0	-6465	2820	0	0	0	2820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	263	263	0	0	0	263	0	0	0	0	0	0	13667	0	0	0	13667	0	0	0	27335	28378	14769	476528	0	5676	7385	476528	489589	0	4559	4559	56958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
735656	0	0	0	0	0	0	0	0	0	0	0	275	58752	81813	0	0	0	0	0	45622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	997	600	0	0	0	702	460	0	-68	804	15554	1388	7684	0	0	0	0	112	0	998	0	5267	39357	0	0	0	0	0	5367	0	0	628	0	-1081	80	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2799	17484	7115	51972	0	3497	3558	51972	59027	0	0	0	7542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
735768	0	0	0	0	0	0	0	0	0	0	13	3638	349644	548501	0	0	0	0	0	324982	0	0	0	657	657	0	0	0	657	0	0	16613	0	0	0	0	0	0	33254	4107	0	0	1276	3707	0	0	4695	82852	72013	6063	64	0	0	0	0	0	0	0	3013	29363	292606	0	0	0	0	0	43079	17503	465	11157	85	14311	4657	0	0	0	4657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4874	0	0	0	4874	0	0	0	117847	93997	35511	316727	0	18799	17756	316727	353282	0	0	0	67012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
735852	0	0	0	0	0	0	0	0	0	0	0	5350	469347	639774	0	0	0	0	0	458338	0	0	0	379	379	0	0	0	379	0	0	157	0	0	0	0	0	0	60599	6515	0	0	0	0	0	0	246	3047	48046	2891	0	0	0	0	8507	0	0	0	12566	124615	321157	0	0	0	0	0	52345	157	0	786	0	-10740	163	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34806	34806	0	20533	14273	0	0	0	0	0	0	0	6617	0	0	0	6617	0	0	0	63646	99182	150286	379718	0	19836	75143	379718	474697	0	10736	10736	51759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
736158	0	0	0	0	0	0	0	0	0	0	0	0	19177	28099	0	0	0	0	0	14470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3679	0	0	0	0	0	4252	0	68	0	4213	0	610	0	0	0	0	0	0	0	0	0	14470	0	0	0	0	0	1180	0	52	0	0	-136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3731	4213	4252	16208	0	843	2126	16208	19177	0	0	0	3578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
736206	0	0	0	0	0	0	0	0	0	0	23	1872	631291	1150784	0	0	0	0	0	641568	0	0	0	0	0	0	0	0	0	0	0	500	0	0	0	0	0	0	5845	14016	0	0	20	74403	0	0	10919	1470	351821	0	22648	0	0	0	0	0	0	0	0	323069	318499	0	0	0	0	0	43803	500	0	4806	0	1632	2975	0	0	0	2975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7335	445046	323069	382619	0	89009	161535	382619	633163	0	0	0	86799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
736448	0	0	0	0	0	0	0	0	0	0	0	0	689021	883784	0	0	0	0	0	630526	0	0	0	2574	2574	0	0	0	2574	0	746	28566	0	0	0	0	0	0	8535	15998	0	0	0	0	0	0	-613	490	125554	6005	5932	0	0	0	0	0	0	0	6636	136988	486902	0	0	0	0	0	107438	28566	0	2300	0	22357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12740	0	0	0	12740	0	0	0	9025	164018	142993	584720	0	32804	71497	584720	689021	0	13530	13530	81608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
736550	0	0	0	0	0	0	0	0	0	0	0	703	123227	167305	0	0	0	0	0	124683	185	2313	2313	0	0	0	0	0	0	0	0	2754	0	0	0	0	0	0	3266	1955	0	0	0	0	0	0	1193	253	27014	4688	0	0	0	0	0	0	0	1341	2211	33032	88099	0	0	0	0	0	10555	3202	696	847	0	2143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2443	0	0	0	2443	0	0	0	5556	32027	37720	98665	0	6405	18860	98665	123930	0	0	0	13636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
736662	0	0	0	0	0	0	0	0	0	0	0	315	70468	123364	0	0	0	0	0	60681	0	0	0	0	0	0	0	0	0	0	0	1862	0	0	0	0	0	0	1257	3035	0	0	0	0	0	0	416	17263	36542	2068	0	0	0	0	0	0	0	0	0	11873	48808	0	0	0	0	0	9225	1862	256	282	32	1349	57	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18776	40689	13973	55658	0	8138	6987	55658	70783	0	830	830	11165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
736877	0	0	0	0	0	0	0	0	0	14	17	650	400918	667029	0	0	0	0	0	348466	574	7175	7175	784	784	0	0	0	784	0	0	2661	0	0	0	0	0	0	17246	3434	0	0	17470	58790	3293	1900	-20445	23260	126459	6386	40807	0	0	0	480	0	0	392	2018	159397	186659	0	0	0	0	0	40991	4966	2668	8603	0	-21149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10334	10334	0	0	10334	0	9676	0	0	0	9676	0	0	14	61036	199304	179904	271755	0	39861	89952	271755	401568	0	0	0	52050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
737548	0	0	0	0	0	0	0	0	0	0	0	0	346590	441173	0	0	0	0	0	310909	0	0	0	1743	1743	0	0	0	1743	0	0	3666	0	0	0	0	477	0	9231	5900	0	0	0	0	0	0	3111	0	80877	3992	789	0	0	0	1620	0	0	0	17702	47180	246027	0	0	0	0	0	25789	3666	0	1542	104	2827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42844	42844	0	0	37557	5287	0	0	0	0	0	0	5836	0	0	0	5836	0	0	0	9231	106021	90453	280159	0	21204	45227	280159	346590	0	0	0	40509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
737632	0	0	0	0	0	0	0	0	0	0	0	0	198032	316168	0	0	0	0	0	179527	0	0	0	989	989	0	0	0	989	0	0	128	0	0	0	0	0	0	23934	4565	0	0	0	0	0	0	-8267	18409	50553	1632	13329	0	0	0	0	0	0	2448	6852	52168	118059	0	0	0	0	0	27368	128	1577	1918	0	-10272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2232	0	0	0	2232	0	0	0	46368	63888	53800	158354	0	12778	26900	158354	198032	0	0	0	29170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
737753	0	0	0	0	0	0	0	0	0	0	0	0	50517	64260	0	0	0	0	0	36262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4673	0	0	0	0	0	0	380	0	11218	0	9896	0	0	0	0	0	0	0	0	0	36262	0	0	0	0	0	1350	0	68	127	0	-167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	16018	0	47313	0	3204	0	47313	50517	0	0	0	18214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
738013	0	0	0	0	0	0	0	0	0	0	0	0	431116	559228	0	0	0	0	0	403581	0	0	0	344	344	20	0	0	324	0	0	3	172	0	0	0	0	0	2999	5868	0	0	0	0	0	0	5263	21802	105375	1626	0	0	0	0	545	94	0	1428	8789	54020	339344	0	0	0	0	0	22463	175	1456	4737	1359	445	96	32	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23072	0	0	495	22577	0	0	0	27737	124769	58045	377139	0	24954	29023	377139	431116	0	0	0	47136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
738040	0	0	0	0	0	0	0	0	0	91	0	1447	890437	1131054	0	0	0	0	0	894241	2223	27788	27788	2828	2828	0	145	0	2683	0	0	7454	109	0	0	0	0	0	120346	11615	0	0	2	5525	5357	0	180	167	39405	0	0	0	0	0	6359	0	0	0	71602	89775	732864	0	0	0	0	0	63499	7563	2621	9933	0	-4834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8309	0	1972	0	6337	0	0	91	123136	140197	101582	813054	0	28039	50791	813054	891884	0	0	0	102015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
738143	0	0	0	0	0	0	0	0	0	0	0	0	219906	290283	0	0	0	0	0	210341	0	0	0	1023	1023	0	0	0	1023	0	0	3962	0	0	0	0	0	0	5536	1819	0	0	0	0	0	0	573	0	64153	0	0	0	0	0	0	0	0	0	291	46263	163787	0	0	0	0	0	22286	3962	0	2122	0	2603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2055	0	0	0	2055	0	0	0	5536	68535	46263	183067	0	13707	23132	183067	219906	0	150	150	24661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
738255	0	0	0	0	0	0	0	0	0	0	0	0	97695	124654	0	0	0	0	0	83984	0	0	0	109	109	0	0	0	109	0	0	0	0	0	0	0	0	0	1051	2195	0	0	0	0	0	0	882	617	17680	14680	9	0	0	0	238	0	0	0	2015	2793	79175	0	0	0	0	0	5462	0	100	428	0	-93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	124	0	0	0	124	0	0	0	0	0	0	24	0	0	0	24	0	0	0	1768	22318	17711	84375	0	4464	8856	84375	97695	0	0	0	12451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
738303	0	0	0	0	0	0	0	0	0	0	0	0	445319	801325	0	0	0	0	0	494835	0	0	0	0	0	0	0	0	0	0	0	338	0	0	0	0	0	0	33088	23641	0	0	0	13532	0	0	2027	0	165063	0	29540	0	0	0	0	0	0	0	0	322313	172522	0	0	0	0	0	43075	1852	2002	5738	0	136	0	0	0	0	0	13	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11198	0	0	9382	1816	0	0	0	35090	210484	331695	237374	0	42097	165848	237374	445319	0	2510	2510	83459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
738657	0	0	0	0	0	0	0	0	0	0	0	0	18783	32383	0	0	0	0	0	19045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	537	1190	0	0	0	5627	525	0	42	0	1157	0	0	0	0	0	0	0	0	0	23	8254	10768	0	0	0	0	0	1195	0	0	64	0	-144	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221	0	0	0	221	0	0	0	537	11361	8779	12121	0	2272	4390	12121	18783	0	3300	3300	3071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
738769	0	0	0	0	0	0	0	0	0	0	0	873	242620	355106	0	0	0	0	0	211130	0	0	0	6220	6220	0	0	0	6220	0	0	1181	0	0	0	0	0	0	13575	15573	0	0	0	0	0	0	3427	0	87967	2177	1003	0	0	0	0	15	0	2833	711	40182	167404	0	0	0	0	0	25162	1181	206	463	0	813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3416	0	0	0	3416	0	0	0	16614	104714	42359	201370	0	20943	21180	201370	243493	0	0	0	45793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
739159	0	0	0	0	0	0	0	0	0	0	0	43	11917	19613	0	0	0	0	0	10474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	253	517	1	0	0	0	0	0	-23	0	4497	0	1291	0	0	0	0	0	0	0	1573	2547	6354	0	0	0	0	0	1389	80	0	0	0	-136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	237	0	237	0	0	0	0	0	253	8654	2547	8955	0	1731	1274	8955	11960	0	1830	1830	1616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
739346	0	0	0	0	0	0	0	0	0	0	0	0	40181	63483	0	0	0	0	0	26955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5107	0	0	0	0	0	0	429	519	4667	22457	521	0	0	0	0	0	0	0	0	4746	22209	0	0	0	0	0	1300	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	519	12746	27203	24030	0	2549	13602	24030	40181	0	2972	2972	5479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
739355	0	0	0	0	0	0	0	0	0	0	0	463	224440	291787	0	0	0	0	0	250352	0	0	0	986	986	0	0	0	986	0	0	0	0	0	0	0	0	0	21364	2196	0	0	0	0	0	0	302	0	14363	0	0	0	0	0	0	0	0	4530	6379	58270	181172	0	0	0	0	0	10172	0	421	911	0	-2972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26315	23849	58270	190998	0	4770	29135	190998	224903	0	0	0	25117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
739430	0	0	0	0	0	0	0	0	0	0	0	784	152957	252503	0	0	0	0	0	145409	0	0	0	3452	3452	0	0	0	3452	0	0	0	0	0	0	0	0	0	23425	6424	0	0	0	0	330	71	572	5033	51107	6075	421	0	0	0	182	0	0	4374	1340	49553	90142	0	0	0	0	0	21483	698	509	0	1002	-1390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	31	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33341	58896	57142	113391	0	11779	28571	113391	153741	0	25	25	23294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
739560	0	0	0	0	0	0	0	0	0	1914	0	24437	1687261	2315219	0	0	0	0	0	1639782	2255	28189	28189	4431	4431	0	0	0	4431	0	0	0	1667	-2170	0	0	0	2170	254296	20815	0	0	0	0	0	0	6946	12087	119391	0	88	0	0	0	194094	0	0	0	0	478422	1161360	0	0	0	0	0	149319	3836	5487	20748	0	-33787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28976	0	0	0	28976	0	0	1914	271870	160954	674430	1342292	0	32191	337215	1342292	1711698	0	0	0	225831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
739832	0	0	0	0	0	0	0	0	0	0	0	186	49997	79256	0	0	0	0	0	46741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	333	5279	0	0	0	0	0	0	662	305	10759	9497	0	0	0	0	0	0	0	0	0	22881	23861	0	0	0	0	0	6677	0	42	1040	0	-151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1122	0	0	0	1122	0	0	0	680	17078	32378	30578	0	3416	16189	30578	50183	0	0	0	6507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
739850	0	0	0	0	0	0	0	0	0	0	0	0	53874	62431	0	0	0	0	0	48605	314	3926	3926	0	0	0	0	0	0	0	0	1195	0	0	0	0	0	0	7757	93	0	0	0	1803	346	0	0	0	0	0	0	0	0	0	0	0	0	0	525	1657	46423	0	0	0	0	0	3219	1195	27	149	0	733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	11	0	0	0	7784	3320	2003	52208	0	664	1002	52208	53874	0	750	750	5006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
740249	0	0	0	0	0	0	0	0	0	0	0	0	116162	154961	0	0	0	0	0	89943	213	2663	2663	1961	1961	0	0	0	1961	0	0	0	0	0	0	0	0	0	620	11543	0	0	0	0	0	0	1663	0	23330	25244	1801	0	0	0	0	0	0	0	0	6045	83898	0	0	0	0	0	3048	0	0	0	0	1227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	620	35732	31289	93371	0	7146	15645	93371	116162	0	859	859	15683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
741068	0	0	0	0	0	0	0	0	0	0	0	273	51890	88024	0	0	0	0	0	62087	0	0	0	60	60	0	0	0	60	0	0	0	0	0	0	0	0	0	11293	5247	0	0	0	0	0	0	39	0	6520	0	0	0	0	0	0	0	0	0	0	30086	32001	0	0	0	0	0	2344	0	0	0	0	-885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	362	0	0	0	362	0	0	0	11293	11767	30086	34767	0	2353	15043	34767	52163	0	0	0	8445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
741152	0	0	0	0	0	0	0	0	0	0	0	10	24231	45670	0	0	0	0	0	16477	0	0	0	228	228	0	0	0	228	0	0	0	0	0	0	0	0	0	12380	0	1059	0	0	0	0	0	441	811	13961	0	3987	0	0	0	0	0	0	0	0	2486	13991	0	0	0	0	0	941	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13191	13961	2486	20206	0	2792	1243	20206	24241	0	0	0	5970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
741330	0	0	0	0	0	0	0	0	0	0	0	0	611960	785030	0	0	0	0	0	592788	0	0	0	0	0	0	0	0	0	0	7391	315	0	0	0	0	0	0	14726	2208	0	0	0	0	0	0	1327	27360	49228	3442	3313	0	0	12368	10598	0	0	0	9326	160491	422971	0	0	0	0	0	68182	315	2253	3218	605	-3957	1635	0	0	0	1635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167	167	0	0	0	167	30028	0	0	22050	7978	0	0	0	44339	77563	197186	497854	0	15513	98593	497854	611960	0	1215	1215	67118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
741358	0	0	0	0	0	0	0	0	0	0	0	77	12300	15206	0	0	0	0	0	13165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	384	0	0	0	746	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4222	8943	0	0	0	0	0	520	0	0	0	0	-241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	460	0	0	0	460	0	0	0	0	1465	4322	9923	0	293	2161	9923	12377	0	335	335	4337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
741639	0	0	0	0	0	0	0	0	0	0	0	0	17568	30428	0	0	0	0	0	16422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	3590	0	0	2800	6828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2609	13813	0	0	0	0	0	472	0	28	97	0	-155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2968	10515	2609	14160	0	2103	1305	14160	17568	0	0	0	5172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
741648	0	0	0	0	0	0	0	0	0	0	0	104	31978	46363	0	0	0	0	0	35153	0	0	0	47	47	0	0	0	47	0	0	0	0	0	0	0	0	0	406	532	0	0	0	986	0	0	66	0	5883	0	0	0	0	0	217	0	0	0	1084	15913	18156	0	0	0	0	0	4142	34	216	56	0	-405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	622	9891	16130	22039	0	1978	8065	22039	32082	0	1350	1350	3410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
741844	0	0	0	0	0	0	0	0	0	0	0	564	91960	123512	0	0	0	0	0	84870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4577	699	0	0	0	0	0	0	357	3	18002	3352	507	0	0	0	0	106	0	0	1153	23953	59764	0	0	0	0	0	6010	0	428	192	0	-1333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6626	6626	0	0	0	6626	0	0	0	0	0	0	2404	0	0	0	2404	0	0	0	5008	20371	27305	74797	0	4074	13653	74797	92524	0	325	325	14373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
741871	0	0	0	0	0	0	0	0	0	5224	0	142500	6018961	9343051	0	0	0	0	0	5615182	0	0	0	1661	1661	0	0	0	1661	0	0	9390	1547	0	0	0	0	0	438048	161741	0	0	0	0	0	0	18251	620986	1811437	18458	24866	0	0	29160	154262	0	0	0	109881	1403386	4101914	0	0	0	0	0	571436	10937	2119	101479	6457	-182900	7163	0	0	0	7163	178	0	0	0	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7370	7370	0	6783	587	0	0	0	0	0	0	0	338557	0	0	2957	335600	0	421	4803	1061153	2220902	1590910	4921826	0	444180	795455	4921826	6161461	0	0	0	987661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
741956	0	0	0	0	0	0	0	0	0	0	0	0	22678	42378	0	0	0	0	0	18522	0	0	0	31	31	0	0	0	31	0	0	0	0	0	0	0	0	0	773	2501	0	0	0	500	436	0	239	1015	6527	0	0	0	0	0	0	0	0	0	0	2271	16251	0	0	0	0	0	1126	0	0	0	0	-13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1788	19578	2707	17408	0	3916	1354	17408	22678	0	10050	10050	4966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
742056	0	0	0	0	0	0	0	0	0	0	0	0	53651	114516	0	0	0	0	0	45658	0	0	0	37	37	0	0	0	37	0	0	0	0	0	0	0	0	0	830	3516	0	0	0	0	0	0	1442	8807	48027	0	0	0	0	0	0	0	0	0	0	11864	33794	0	0	0	0	0	3421	0	0	302	0	912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9637	53845	11864	36950	0	10769	5932	36950	53651	0	2000	2000	9956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
742355	0	0	0	0	0	0	0	0	0	0	0	118	58564	93155	0	0	0	0	0	65879	0	0	0	38	38	0	0	0	38	0	0	0	0	0	0	0	0	0	5824	2426	0	0	0	70	0	0	256	0	8955	5021	0	0	0	0	0	0	0	0	0	34657	31223	0	0	0	0	0	4612	0	9	455	0	-596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1013	0	0	0	1013	0	0	0	5833	12106	39678	36422	0	2421	19839	36422	58682	0	200	200	8667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
