"IDRSSD"	RCONK123	RCONK124	RCONK125	RCONK126	RCONK127	RCONK128	RCONK130	RCONK131	RCONK132	RCONK138	RCONK139	RCONK140	RCONK213	RCONK214	RCONK215	RCONK216	RCONK217	RCONK218	RCONK257	RCONK258	RCONK259	RCONK274	RCONK275	RCONK276	RCONK277	RCONK278	RCONK279	RCONK280	RCONK281	RCONK282	RCONL183	RCONL184	RCONL185	RCONL186	RCONL187	RCONL188	
	LN RSTR CMRL IND LN NUS ADR PD 30 - 	LN RSTR CMRL IND LN NUS ADR PD 90	LN RSTR CMRL IND LN NUS ADR NACRL	LN RSTR ALL OTHR LN LEASE PD 30 - 89	LN RSTR ALL OTHR LN LEASE PD 90	LN RSTR ALL OTHR LN LEASE NACRL	ITEMIZE LN FARM PD 30 - 89	ITEMIZE LN FARM PD 90	ITEMIZE LN FARM NACRL	ITEMIZE LN FINANCE AGRI FARM PD 30 -	ITEMIZE LN FINANCE AGRI FARM PD 90	ITEMIZE LN FINANCE AGRI FARM NACRL	AUTO LN TO IND HH FAM PD 30 - 89	AUTO LN TO IND HH FAM PD 90	AUTO LN TO IND HH FAM NONACCRUAL	OTHR LN TO IND HH FAM PD 30 - 89	OTHR LN TO IND HH FAM PD 90	OTHR LN TO IND HH FAM NONACCRUAL	LN RSTR CMRL IND LN PD 30 - 89	LN RSTR CMRL IND LN PD 90	LN RSTR CMRL IND LN NACRL	CREDIT CARD LN HOUSE FAMILY PD 30 - 	CREDIT CARD LN HOUSE FAMILY PD 90	CREDIT CARD LN HOUSE FAMILY NACRL	ITEMIZE AUTO LN HOUSE FAMILY PD 30 -	ITEMIZE AUTO LN HOUSE FAMILY PD 90	ITEMIZE AUTO LN HOUSE FAMILY NACRL	OTHR CNSMR LN HOUSE FAMILY PD 30 - 8	OTHR CNSMR LN HOUSE FAMILY PD 90	OTHR CNSMR LN HOUSE FAMILY NACRL	PURCH CREDIT IMPR LN BAL PD 30 - 89	PURCH CREDIT IMPR LN BAL PD 90	PURCH CREDIT IMPR LN BAL NACRL	PURCH CREDIT IMPR LN CARRY PD 30 - 8	PURCH CREDIT IMPR LN CARRY 90	PURCH CREDIT IMPR LN CARRY NACRL	
37				0	0	0	0	0	0				152	0	45	40	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
242				0	2	0	0	0	0	0	0	0	37	16	0	32	10	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
279				0	0	0	0	0	0				10	0	0	53	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
354				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
457				0	0	0	0	0	0	0	0	0	0	0	0	1	6	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
505				0	0	0	0	0	0	0	0	0	7	10	0	285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1155				0	0	0	0	0	0	0	0	0	26	12	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1351				0	0	0	0	0	0	0	0	0	273	2	143	202	6	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1454				0	0	0	0	0	0	0	0	0	130	0	15	25	9	0	386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1669				0	0	0	0	0	0				386	41	17	164	24	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1856				0	0	0	0	0	0				0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2040				0	0	0	0	0	0				0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2161				0	0	2105	0	0	2105	0	0	0	36	7	0	21	0	0	0	92	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2554				0	0	0	0	0	0	0	0	0	9	0	0	33	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2732				0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2750				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3252				0	0	0	0	0	0	0	0	0	77	0	32	206	1	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3458				0	0	0	0	0	0	0	0	0	24	0	0	44	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3720				0	0	0	0	0	0	0	0	0	61	4	0	82	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3971				0	0	1087	0	0	1068	0	0	16	8	0	0	119	0	273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4156				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4231				0	0	0	0	0	0				31	0	2	83	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5069				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5135				0	0	847	0	0	758	0	0	81	145	42	33	38	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5210	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5461				0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5751				0	0	0	0	0	0	0	0	0	1	0	1	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6039				0	0	0	0	0	0	0	0	0	2	0	32	52	2	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6329	0	0	0	0	0	0	0	0	0	0	0	0	9092	36	1078	1025	55	79	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7009				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7045				0	0	0	0	0	0	0	0	0	219	0	18	62	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7072				0	0	0	0	0	0				23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7456				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7634				0	0	0	0	0	0				0	0	0	244	66	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8033				0	0	0	0	0	0				20	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8462				0	0	0	0	0	0	0	0	0	151	0	0	11	0	0	0	0	1296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8631				0	0	0	0	0	0				21	0	0	21	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
