"IDRSSD"	RCFD1410	RCFD1420	RCFD1460	RCFD1563	RCFD1590	RCFD1763	RCFD1764	RCFD1797	RCFD2081	RCFD2107	RCFD2122	RCFD2123	RCFD2746	RCFD5367	RCFD5368	RCFDA247	RCFDA570	RCFDA571	RCFDA572	RCFDA573	RCFDA574	RCFDA575	RCFDB532	RCFDB533	RCFDB534	RCFDB536	RCFDB537	RCFDB538	RCFDB539	RCFDB837	RCFDC391	RCFDC779	RCFDC780	RCFDF158	RCFDF159	RCFDF160	RCFDF161	RCFDF162	RCFDF163	RCFDG091	RCFDG092	RCFDG093	RCFDG094	RCFDG095	RCFDG096	RCFDG097	RCFDG098	RCFDG099	RCFDG100	RCFDG101	RCFDG102	RCFDG378	RCFDHK25	RCFDK098	RCFDK137	RCFDK163	RCFDK164	RCFDK165	RCFDK168	RCFDK203	RCFDK204	RCFDK207	RCON1288	RCON1420	RCON1460	RCON1545	RCON1590	RCON1763	RCON1764	RCON1766	RCON1797	RCON2081	RCON2107	RCON2122	RCON2123	RCON2165	RCON2746	RCON5367	RCON5368	RCON5370	RCONA247	RCONA564	RCONA565	RCONA566	RCONA567	RCONA568	RCONA569	RCONA570	RCONA571	RCONA572	RCONA573	RCONA574	RCONA575	RCONB531	RCONB534	RCONB535	RCONB538	RCONB539	RCONB837	RCONC391	RCONC779	RCONC780	RCONF158	RCONF159	RCONF160	RCONF161	RCONF162	RCONF163	RCONF230	RCONF231	RCONF232	RCONF576	RCONF577	RCONG091	RCONG092	RCONG093	RCONG094	RCONG095	RCONG096	RCONG097	RCONG098	RCONG099	RCONG100	RCONG101	RCONG102	RCONG376	RCONG378	RCONGW45	RCONGW46	RCONGW47	RCONHK25	RCONJ451	RCONJ454	RCONJ464	RCONJ466	RCONJ467	RCONJ468	RCONJ469	RCONJ470	RCONJ471	RCONK098	RCONK137	RCONK158	RCONK159	RCONK160	RCONK161	RCONK162	RCONK163	RCONK164	RCONK165	RCONK166	RCONK168	RCONK203	RCONK204	RCONK207	RCONK256	RCONLG24	RCONLG25	RIADG377	
746942																																																															0	25260	76		10343			3284	0		1121	59544	0	0	3285	14897	80	12599	10173	1594	6958	2832	181	2153	1048	2910	21062	7942	6912	2998	2823				0	0			0	0	167	0	2319	734			0			0	102													0	8598	0	0	0	0		0	1							0	699	0	0	0	0	0			0	0	0	0	0	563	0	CONF	CONF	0	
746979																																																																0	3005		801			6035	873		0	41241	0	0	0	17215	167	10136	2356	204	819	51	429	6680	8665	1710	2265	7087	3690	7580	1648				0	13			0	0	355	1966	8628	1521			0			0	0														0	0	0	0	0		0	5							0	190	0	0	0	0	0			0	0		0	0	467	0	CONF	CONF		
747051																																																															0	5800	841		2453			2448	66		0	72225	0	227	0	48492	1584	1529	15762	2266	5857	14931	21155	3921	0	3299	5871	7490	6099	663	1				0	1			0	0	2218	0	0	5639			0			60	0	0	0	0	0	0	0	0	0	0	0	0	0		39312				218		0	0							0	1386	0	0	0	0	0			106	100	0	6	0	1070	52	CONF	CONF		
747257																																																																17972	67		17168			19481	1724		0	102779	0	240	0	19850	1462	15419	27331	1099	2331	4288	2832	1833	7467	8773	18476	23665	16681	10154	5180				0	52			0	0	5530	569	1276	8203			0			231	0														41278	0	0	0	249		0	39							0	4872	0	0	0	0	0			18	0	0	0	18	4274	0	CONF	CONF		
748254																																																															0	0	19742		0			92663	10798		2101	236760	0	0	0	34963	1843	359	17570	3184	3766	8095	17155	2231	532	34499	7839	87094	49185	20750	2182				0	788			0	0	0	4350	38848	29490			0			0	0														34012	0	0	0	0		0	11							0	849	0	0	0	0	0			0	0		0	0	314	0	CONF	CONF		
748357																																																															0	5967	0		182			1851	1467		0	28294	87	0	0	9961	46	2357	7512	291	1898	213	650	5200	1710	2946	4366	2764	2534	3586	2224				0	0			0	0	3293	651	3304	565			0			0	0														11749	0	0	0	0		0	5							0	403	0	0	0	0	0			0	0		0	0	686	0	CONF	CONF		
748441																																																																6148	698		102			6972	244		226	49520	0	0	0	21047	311	0	7824	955	2718	6767	4409	2071	3841	1357	2794	8519	8937	6813	0				0	7			0	0	525	782	3590	1915			0			600	0														21967	0	0	0	1786		0	515							0	1672	0	0	0	0	1163			23	0		0	23	4766	0	CONF	CONF		
748964																																																																22960	1129		3487			39841	1082		1000	153664	0	0	0	36167	1528	1050	27017	1311	1738	5568	4541	16815	6194	15899	12730	40827	15575	15282	17131				0	13			0	0	6280	7723	18825	10613			0			0	0														3468	0	0	0	0		0	27							0	1058	0	0	0	0	0			0	0		0	0	1931	0	CONF	CONF		
749242																																																																78998	405213	0	10976	2600584	0	2600584	543468		27973	11337051	0	80779	0	2380393	34409	1253788	1603125	442840	120441	285285	356061	794396	367360	2773891	633022	2829816	1521373	1149876	24746	0	0	0	0	8291	0				295930	820933	1581676	2189100	0	80779	0			9750	1349	0	0	0	0	0	0	0	0	0	0	0	0		9787123				18078	2066	0	2066							0	29582	0	0	263	3679	814	3286	0	286	189	0	0	97	246680	3286	CONF	CONF		
749635																																																																1111	31974		513			68442	3647		32847	466894	1491	0	92	75161	9609	24679	68713	4658	10017	15804	19016	17041	8164	49178	22678	107003	74614	137346	2185				0	0			0	0	12518	19068	61931	142817			0			0	0													11814	17490	0	0	0	0		0	124							0	907	0	0	0	0	0			0	0	0	0	0	7716	0	CONF	CONF	47	
749840																																																																2572	75		653			2690	0		17	13672	0	0	0	4653	0	0	3835	165	556	1755	2177	0	0	643	2471	2417	3047	141	0				0	0			0	0	882	60	0	286			0			0	0													0	0	0	0	0	0		0	0							0	828	0	0	0	0	0			0	0	0	0	0	956	0	CONF	CONF	0	
749943																																																															0	24622	0		36121			17744	0		100	140319	0	0	0	49030	449	0	63870	2823	4996	9593	15052	15598	0	49532	6519	12364	18815	2127	0				0	0			0	0	1167	55	235	0			0			63	0														0	0	0	0	1460		0	458							0	5362	0	0	0	0	0			1295	824	462	9	0	4976	102	CONF	CONF		
749952																																																															0	8610	0		6208			24664	0		1536	63123	0	0	0	10087	469	0	11250	389	1702	5179	2337	480	0	4371	10664	17809	15794	2858	1548				0	0			0	0	266	511	5489	1071			0			35	0														20486	0	0	0	464		0	2							0	1038	0	0	0	0	0			360	360	0	0	0	3172	69	CONF	CONF		
750051																																																															0	1559	9549		0			68260	3152		4965	208367	135	0	0	9984	1262	539	36737	763	1119	1230	2339	3918	615	22781	26374	51649	51293	45993	0				0	460			0	0	418	3193	43747	57470			0			173	0													0	0	0	0	0	2762		0	4							0	152	0	0	0	729	226			0	0		0	0	4327	1634	CONF	CONF	0	
750127																																																																15899	3778		1129			15372	2669		2114	185736	0	0	0	77938	1704	6488	24047	1202	5986	15682	14867	33317	4624	4184	12923	31809	26959	19193	12103				0	46			0	0	1724	3470	25203	32251			0			621	881													0	30473	0	0	0	1241		0	1887							0	157	0	0	0	430	0			190	190		0	0	395	0	CONF	CONF	0	
750239																																																															0	0	12697	0	0	107498	0	107498	15865		7165	502273	0	0	0	112681	1257	13828	52362	2338	4593	3178	3647	51148	47778	54764	15697	139215	130567	45599	3753	0	0	0	0	943	0		0	0	0	0	43271	1617	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0		0				0	9195	0	9195							0	145567	0	0	0	0	0	0	0	0	0	0	0	0	44517	0	CONF	CONF		
750341																																																																212	1060		68			41293	4543		42365	257463	0	0	681	89602	6042	13566	21186	671	3353	7444	10902	36957	30276	7771	12139	57810	36376	43203	10563				0	459			0	0	2187	6479	27268	25286			0			936	0													0	66718	0	0	0	982		0	0							0	7238	0	0	0	0	0			46	0	0	0	0	3361	0	CONF	CONF	0	
750444																																																															0	6040	603		5414			3114	43		0	32171	0	0	0	13486	342	704	6929	90	903	4499	7446	492	56	3377	3631	4759	6324	578	0				0	0			0	0	1288	0	0	1180			0			164	0													0	14847	0	0	0	164		0	6							0	358	0	0	0	0	0			0	0	0	0	0	297	0	CONF	CONF	0	
750846																																																															0	8041	1241		19225			15602	1168		779	83685	0	0	0	2490	9	0	29924	0	255	1017	1199	0	0	16916	12753	18688	26640	5771	0				0	0			0	0	0	0	814	26175			0			0	0														2490	0	0	0	0		0	7113							0	291	0	0	0	0	0			0	0	0	0	0	737	0	CONF	CONF		
751254																																																																18935	1937		13927			30006	5294		0	98823	0	0	173	15136	1090	1944	19571	784	1492	4932	4885	2686	311	6885	14436	38776	14400	7538	1651				0	200			0	0	537	650	5071	4876			0			192	0													0	17141	0	0	0	192		0	3							0	872	0	0	0	0	0			0	0	0	0	0	289	0	CONF	CONF	0	
751656																																																																102268	43236	0	103139	310844	0	310844	55138		14580	1303747	0	2466	0	260537	15198	104407	214186	10366	21518	63396	74570	74404	14765	125853	133667	376596	281298	109863	14154	0	0	0	0	1495	0		0	0	15601	45911	158535	139967	0	2466	0			817	96	0	0	0	0	0	0	0	0	0	0	0	0		345035				1511	431	0	431							0	12986	0	125	0	370	0	0	0	199	0	0	0	0	21415	0	CONF	CONF		
751852																																																																1844	27528		0			97429	0		0	232686	430	0	22024	1888	128	52	27624	515	393	968	0	13	0	18884	36291	78581	66145	31327	0				0	0			1097	974	0	9142	18973	73306			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0		119896				0		0	2824							0	21	0	0	0	0	0			0	0		0	0	33	0	CONF	CONF		
752644																																																															0	4761	3546		152			30232	1626		0	173779	0	171	0	63412	3957	6806	49218	10153	13625	16098	18263	2390	1863	12129	23235	29626	27300	11157	5121				262	223			0	0	2916	15363	13236	29386			0			0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	73094				0		0	148							0	1239	0	0	0	0	0			0	0		0	0	3149	0	CONF	CONF	0	
752831																																																																24726	3516		4196			25778	7319		1087	201084	309	0	0	32907	546	10258	66910	972	3713	8207	7715	4992	7137	23506	39312	59374	33774	11631	0				0	3			0	0	40472	16962	26761	15443			0			0	0													0	36037	0	0	0	318		0	12							0	752	193	0	0	0	0			125	81		0	0	913	0	CONF	CONF	0	
753052																																																															0	8555	119		6319			3256	0		0	28569	0	0	0	6453	0	0	11226	225	738	2556	2517	417	0	3616	6647	9606	1787	221	0				0	0			0	0	0	0	1779	494			0			0	0														0	0	0	0	0		0	32							0	1227	0	0	0	0	0			0	0	0	0	0	335	0	CONF	CONF		
753324																																																															0	24497	15675		364			134465	31658		10099	785982	4044	0	0	199995	9577	59356	96480	4875	10743	26426	26846	58904	71478	106286	15523	150968	49430	229361	34946				0	391			0	0	8096	26981	155789	153609			0			1548	0														785982	0	0	0	2512		0	1109							0	2981	0	41	0	0	758			0	0	0	0	0	14740	165	CONF	CONF		
753641																																																															0	1035	0		368			1275	0		0	34414	38	0	0	21544	716	4548	5180	1196	1500	9128	7633	1420	435	899	1585	3510	4356	1378	698				0	0			0	0	301	2195	3887	345			0			117	0														0	0	0	0	441		0	3							0	568	0	0	0	298	0			26	0		0	0	2215	0	CONF	CONF		
753856																																																															0	2128	0		3215			1882	0		4	9016	0	0	0	41	0	41	4457	0	0	0	0	41	0	4748	899	983	1795	520	0				0	0			0	0	0	0	1164	0			0			0	0														0	0	0	0	0		0	13							0	398	0	0	0	0	0			0	0	0	0	0	171	0	CONF	CONF		
754068																																																																0	38806		0			97917	9679		0	384922	0	0	0	22768	1008	17867	68461	0	3953	1559	0	9280	7976	13426	61650	148361	26969	111748	0				0	1			0	0	12509	17400	16194	168427			0			0	0														384922	0	0	0	0		0	213							0	0	0	0	0	0	0			0	0	0	0	0	0	0	CONF	CONF		
754246																																																															0	22793	0		21030			7998	1226		0	63489	0	0	0	6620	261	4337	21132	675	205	396	589	669	4086	16244	5868	14710	12938	6552	557				0	0			0	0	243	0	961	0			0			0	0														18850	0	0	0	0		0	27							0	1306	0	0	0	0	0			0	0	0	0	0	1024	0	CONF	CONF		
754536																																																																4079	1580		5160			9344	0		0	69287	0	0	3282	21877	697	9234	21367	2161	3478	8967	5885	305	352	4630	11526	22111	6117	1737	1000				673	0			0	0	0	935	19700	722			0			373	0														13989	0	0	0	1309		0	0							0	2426	0	0	0	0	0			264	0	0	0	0	2094	672	CONF	CONF		
754826																																																																7923	4448		5481			67620	38822		13843	785988	0	0	0	295137	1766	274903	20863	18937	49040	124330	69533	29351	3141	50099	49366	123460	151320	114011	668				4908	704			0	0	12690	58845	61969	33337			0			1125	587														354734	0	0	0	1398		0	0							0	125736	0	0	0	247	0			26	0	0	0	0	52759	0	CONF	CONF		
754853																																																																42495	13919		32635			134880	3662		10918	549695	0	1892	8066	58653	1745	8169	140816	2909	3012	10788	17481	8634	15808	87327	53490	149913	93309	77452	29330				0	65			0	0	9397	16771	48959	156503			0			0	0														42355	0	0	0	0		0	6400							0	3658	0	0	0	0	0			0	0	0	0	0	7143	0	CONF	CONF		
754929																																																																4269	84580	0	3225	95723	0	95723	17005		61875	793369	0	0	0	162178	5276	139256	48641	4445	5244	12379	5934	26118	107977	19323	30112	112182	45273	135131	285421	0	0	0	4856	66	0		0	0	6545	28809	133267	156543	0	0	0			196	257	0	0	0	0	0	0	0	0	0	0	0	0		547272				1451	0	0	0							0	13107	0	0	0	374	0	880	0	1	0	0	1	0	16045	880	CONF	CONF		
755047																																																																2409	25702		0			83215	13724		41	410988	2087	23990	0	45880	2962	25875	68224	2563	5835	12450	5556	6652	12659	63917	27969	123955	76830	56732	16206				0	424			0	0	6319	19882	74802	65042			0			0	0														96811	0	0	0	19		0	2699							0	27753	0	0	0	0	0			19	0	0	0	0	18231	0	CONF	CONF		
755252																																																																9808	7630		31070			71464	11217		7709	289249	0	18	9182	50849	1016	8032	77751	4717	4437	7689	18130	6810	8356	52736	33398	91001	40770	13148	3261				0	33			0	0	4916	27922	25409	36581			0			172	342														277882	0	0	0	1223		0	18							0	798	0	0	0	0	0			18	0	0	2	16	2791	1033	CONF	CONF		
755421																																																															0	4388	0		2896			2894	0		0	28850	0	0	0	13874	117	27	6007	136	640	3724	5914	3319	0	867	4364	3258	4034	2205	0				0	0			0	0	200	148	536	1284			0			468	78														536	0	0	0	468		0	0							0	913	0	0	0	0	0			0	0	0	0	0	1600	0	CONF	CONF		
755458																																																																40911	402		30047			25341	10500		0	215389	0	0	0	68476	5744	60048	37999	1776	6867	18647	28936	11455	0	88422	16681	22252	9946	8278	145				0	195			0	0	4518	655	11459	12287			0			154	0														82777	0	0	0	7348		0	257							0	2243	0	0	0	0	0			7194	5743	1451	0	0	2354	0	CONF	CONF		
756343																																																															0	11690	0		22682			43594	0		0	133993	0	0	0	20898	639	0	42965	1243	3670	5351	9211	1354	0	11282	26770	23764	30971	19130	914				0	0			0	0	3739	977	6812	1129			0			0	0														42345	0	0	0	93		0	14							0	4682	0	0	0	0	0			93	0	0	42	51	17137	0	CONF	CONF		
756848																																																															0	30544	5177		23894			28213	2239		2081	151216	0	0	0	31623	2199	27185	31465	1839	3095	10020	12273	2223	1473	14172	29634	32929	31286	8401	2939				0	28			0	0	1919	1573	14065	1233			0			144	0														38258	0	0	0	362		0	14							0	4684	0	0	0	195	0			0	0	0	0	0	1730	23	CONF	CONF		
757377																																																																0	39040		0			0	0		0	477423	0	0	0	433676	309	30124	5419	2303	11600	22994	12002	146812	235322	3899	2161	13232	16390	6801	1255				0	0			0	0	0	0	1986	2412			0			652	2084													0	467659	0	0	0	652		0	0							0	0	0	0	0	0	0			0	0	0	0	0	0	0	CONF	CONF	0	
757452																																																																29411	9987		5516			11767	1223		294	196355	301	462	298	100704	892	20976	9970	2639	5914	5061	10307	24985	51548	5853	8925	14340	17593	20892	28090				0	0			0	0	4796	2740	10881	10761			0			0	28	0	0	0	0	0	0	0	0	0	0	0	0		171844				0		0	37							0	4710	0	0	0	0	0			0	0		0	0	2475	0	CONF	CONF		
757612																																																																30920	59259		2339			333011	44018		31685	1169705	0	0	77	153903	10083	70772	24810	8098	16032	19399	26758	59368	23273	119640	35874	434004	211047	171352	41619				0	4063			2377	1577	7478	71821	124880	279583			0			512	12													0	612625	0	0	0	7540		13909	54							0	534	0	0	0	0	6063			0	0	0	0	0	2165	965	CONF	CONF	0	
757779																																																															0	79	0		0			15550	2985		2355	129830	0	0	0	43485	12564	5637	494	433	2502	1521	1954	10030	26352	4953	1906	12319	19379	21859	25240				0	120			0	0	7543	0	28910	5229			0			0	0														129830	0	0	0	0		0	6							0	1371	0	0	0	0	0			0	0		0	0	9633	0	CONF	CONF		
758703																																																																0	316808	0	0	693476	0	693476	82142		0	4070399	0	0	89532	1108875	17969	461172	240039	17132	34598	78090	124881	293078	559099	1119005	108255	615831	604437	429713	66700	0	0	0	0	841	0				72555	238056	74093	1438152	0	0	0			1432	0	272109	401069	90457	1274	1300	6	53	65	4	0	0	0		1349555				1432	21359	0	21359							0	5746	0	0	0	0	0	0	0	0	0	0	0	0	327	0	CONF	CONF		
758842																																																																19897	0		14106			7846	1265		169	66693	0	0	0	9470	716	6149	17571	151	610	926	619	4284	2880	9285	9203	12882	10476	7908	7293				0	9			0	0	3274	8	8820	263			0			0	0														9814	0	0	0	0		0	4							0	617	0	0	0	0	0			0	0	0	0	0	229	0	CONF	CONF		
758851																																																																983	746		0			511742	312		0	557691	0	0	0	5303	534	84	62116	263	1032	1859	711	324	1114	53370	7451	485437	1764	4283	0				0	0			0	0	780	2557	32381	1617			0			0	0													0	23117	0	0	0	579		0	0							0	229	0	579	0	0	0			0	0		0	0	507	0	CONF	CONF	0	
759045																																																																0	45727		0			30313	14139		0	389909	1098	52123	0	103275	2682	35480	107045	5686	18584	41000	29010	6430	2565	16444	78768	106584	66723	18473	740				0	9			0	0	40147	33521	21549	41170			0			0	0													33261	102185	0	0	0	0		300	5974							0	36	0	0	0	0	0			0	0	0	0	0	42	0	CONF	CONF	441	
759625																																																															0	21732	17558		1258			57308	22684		876	471855	0	0	3	146038	4595	121754	64413	3351	8860	26988	65756	30526	10005	81474	21755	89009	95527	25105	11304				1686	2309			0	0	20954	24603	82674	51025			0			0	0													0	66444	0	0	0	370		0	298							0	7514	0	0	0	370	0			0	0	0	0	0	8743	0	CONF	CONF	0	
760210																																																															0	2081	149		176			9353	0		163	78750	0	0	0	48806	356	0	1596	250	176	594	1492	34897	9665	367	803	5271	4860	11561	6666				0	10			0	0	434	95	4023	5939			0			401	83													0	0	0	0	0	682		0	4							0	4847	0	0	0	0	0			90	0		0	0	2314	191	CONF	CONF	0	
760331																																																																98	2526		196			16416	8785		0	311830	277	0	0	207874	2319	80320	2037	8511	15111	17006	31040	54478	80038	13518	6487	22583	11853	40973	8513				0	0			0	0	15013	4868	15735	32562			0			1173	318														200698	0	0	0	1814		0	12							0	799	0	0	0	641	0			0	0	0	0	0	4904	0	CONF	CONF		
760340																																																															0	11077	134		6715			9143	253		0	69158	0	0	0	11938	711	0	13587	309	1499	2540	4830	1933	827	2511	9268	12588	27724	4611	115				0	0			0	0	550	658	12360	12320			0			0	0														40019	0	0	0	0		0	1							0	1258	0	0	0	0	0			0	0	0	0	0	2040	0	CONF	CONF		
760434																																																																26337	1346		7556			16369	0		1165	111356	0	0	0	31234	600	0	23583	1037	3542	10095	11152	3956	1452	3006	15998	28133	18113	8187	6685				0	0			0	0	1889	2405	7405	10026			0			10	0	0	0	0	0	0	0	0	0	0	0	0	0		92850				10		0	19							0	3866	0	0	0	0	0			0	0	0	0	0	1139	0	CONF	CONF		
760649																																																																23796	0		26382			11785	13		469	97012	0	0	0	14857	0	0	38962	120	1574	3859	8320	984	0	27300	9997	17417	25494	903	1044				0	14			22	20	432	4852	5964	5141			0			0	0													0	20059	0	0	0	442		0	33							0	2735	0	0	0	0	442			0	0	0	0	0	539	0	CONF	CONF	0	
760854																																																																36140	9016		9614			99410	24328		0	502339	0	1500	21	162598	1972	87208	112693	7237	24586	31685	11932	19711	67162	30990	68419	129051	64373	39068	5890				1509	1530			0	0	11122	13377	40468	33708			0			573	47													0	246245	0	0	0	4598		0	0							0	31269	0	1569	0	1973	0			10	0	0	0	10	24778	473	CONF	CONF	0	
760939																																																																1002	475		15			3517	0		31	34545	0	0	0	13316	294	5109	2516	959	1868	8339	282	102	1766	1555	4756	10756	4059	69	0				0	0			0	0	1926	1481	3986	2199			0			0	0														0	0	0	0	0		0	0							0	2911	0	0	0	0	0			0	0		0	0	3392	0	CONF	CONF		
760957																																																																264	0		90			12660	5653		0	55213	0	0	0	12113	260	0	3117	124	80	1085	2425	8277	0	5067	1860	15767	10401	9680	0				0	135			0	0	0	3842	1300	11357			0			0	0														0	0	0	0	387		0	9							0	2392	0	0	0	0	387			0	0		0	0	5138	0	CONF	CONF		
761244																																																																14854	6382		5797			24457	0		0	241595	0	0	0	82072	2633	67372	32697	7630	19649	1558	608	8744	43882	19907	32644	33080	12842	23853	37037				0	0			0	0	2656	12003	50263	9550			0			0	0													0	70851	0	0	0	0		0	17710							0	9471	0	0	0	0	0			0	0		0	0	3747	0	CONF	CONF	0	
761347																																																															0	0	591		0			5960	0		0	17218	0	0	0	4679	55	0	3645	666	291	2205	1406	86	0	1699	1003	7496	2339	2	0				2	0			0	0	0	0	3401	2506			0			796	0														3330	0	0	0	1294		0	1							0	0	0	0	435	63	0			0	0		0	0	23	0	CONF	CONF		
761459																																																															0	56375	0		18027			25716	1288		0	139907	0	692	0	10081	1252	354	39386	659	1189	4028	3907	161	0	17551	19987	46725	29059	15384	829				0	35			0	0	184	2165	14182	8679			0			88	0													0	7227	0	0	0	1937		0	10							0	315	0	0	0	0	0			1834	1819	15	0	0	906	15	CONF	CONF	0	
761543																																																																47639	9231		48256			61995	6785		156	266211	0	0	0	25710	2674	3150	96228	5183	2557	8545	6497	1530	1398	41442	50674	84294	51400	7918	4203				0	0			0	0	4020	3763	28105	19967			0			96	0													0	20165	0	0	0	148		0	1243							0	5011	0	0	0	0	0			52	52	0	0	0	1656	0	CONF	CONF	0	
761806		45	1081381	304644	0	7421469	17619	1330674	0	469499	21851630	0	83891	5368794	302800	1519025	8603433	556981	3293556	2282372	1413207	212916	0	0	0	0	0	0	20802	0				58222	388938	1306976	3370923	0	226797	0	0	0	0	0	0	0	0	0	0	0	0	7998877	144960	0	2	61793	0	0	0	0	0	182045		45	1081381	0	0	7421469	17619		1330674	0	469499	21851630	0	226797		5368794	302800	1472776		88987	143178	254395	374836	1171996	3282581							0	0	0	0	20802					58222	388938	1306976	3370923			0			71728	10818													0						79611	225033									2	0	29	469	7801	3140				0				182045		CONF	CONF	0	
761833																																																																1375	1427		0			16414	1332		0	51152	60	0	0	13421	0	8986	11608	4903	655	4233	739	809	1499	12717	2953	16231	3939	624	887				0	61			0	0	1118	1749	11440	1951			0			87	199	0	0	0	0	0	0	0	0	0	0	0	0	0	709				87		0	12							0	323	0	0	0	0	0			0	0		0	0	589	0	CONF	CONF	0	
761851																																																																42324	1366		63280			35135	5604		2230	210807	0	4269	0	23217	767	256	25682	203	660	3814	2552	11984	3929	8024	18762	96392	37423	15774	6267				445	110			0	0	1913	1578	11868	9400			0			0	0														82775	0	0	0	860		0	0							0	3852	0	0	0	0	0			860	0	0	0	0	3449	0	CONF	CONF		
761954																																																															438	9779	1181		7683			20775	452		0	101617	0	0	0	17354	194	15414	22261	162	2449	3249	2594	1589	7311	4864	14786	23491	22437	10428	8240				0	0			0	0	6785	394	17376	16714			0			0	0													0	40750	0	0	0	0		0	37							0	1041	0	0	0	0	0			0	0	0	0	0	1414	0	CONF	CONF	0	
762045																																																															0	12154	14368		8105			21557	6077		412	145619	0	0	329	25614	337	22124	27529	2245	1502	215	1490	6758	13157	9878	17732	18109	13304	24790	35887				0	124			0	0	9751	9570	23613	10947			0			0	59													1961	56205	0	0	0	0		1047	1072							0	590	0	0	0	0	0			0	0	0	0	0	281	0	CONF	CONF	35	
762447																																																																251382	141015	8206	149043	811169	0	811169	48363		91989	3205262	1	1166	8742	284433	9240	77717	543301	8040	25536	53362	48333	72520	69770	385753	288404	877171	833947	486472	35515	0	0	0	0	638	0				35396	145538	406349	717191	0	1166	0			1352	882	0	0	0	0	0	0	0	0	0	0	0	0		1768596				2656	10602	12097	18808							0	48850	0	0	0	0	1132	81	0	91	0	0	0	0	32596	81	CONF	CONF		
762474																																																																634	177128		0			333887	104048		0	2248024	0	0	0	369082	60765	348305	356810	12336	7366	42824	70035	83729	143776	468688	181719	340217	326120	388214	171202				0	0			0	0	80448	85755	225164	665813			0			25109	432													0	1143752	0	0	0	26511		23604	125							0	45235	0	0	0	46	0			170	0	0	0	0	76336	1186	CONF	CONF	0	
762773																																																																0	22475		0			2870	4283		0	297072	944	0	0	214599	146	105773	27622	4467	11071	43842	18302	2083	133772	1150	10934	39393	27295	297	4348				82	0			282	76	0	0	297	53264			0			683	143														45281	0	0	0	683		0	0							0	0	0	0	0	0	0			0	0	0	0	0	0	0	CONF	CONF		
763211																																																																480	2767		0			18993	220		1401	111365	0	0	330	28221	0	965	8278	383	364	6929	10296	8631	1301	4450	8269	29362	22880	15748	1430				0	0			0	0	2800	14277	20103	18935			0			0	96														0	0	0	0	1935		0	0							0	587	0	0	0	1561	38			0	0		0	0	2581	336	CONF	CONF		
763677																																																																955	10838		0			92817	29212		0	545123	0	0	92817	93196	1564	45392	106876	15955	16415	8619	15289	6801	27278	35959	74033	158181	94509	64494	23781				2639	1873			0	0	33074	44919	94316	120796			0			0	712														26906	0	0	0	743		0	0							0	10786	0	0	0	743	0			0	0	0	0	0	8138	0	CONF	CONF		
763930																																																																71614	3947		17619			78908	2091		1075	396049	0	0	311	89736	3787	3772	139316	6007	12938	30004	31080	7292	1550	49865	70506	101693	35565	24051	15265				2221	0			0	0	5139	22995	48500	23649			0			1109	234													0	108998	0	0	0	4310		0	0							0	13539	0	43	0	0	0			3158	3158	0	0	0	11229	0	CONF	CONF	0	
764030																																																															0	178694	273244	16363	64202	2403404	0	2403404	246342		731508	16239554	0	6265	0	4175861	40129	1150349	4620626	1945624	105093	339168	447103	553636	750108	3659956	1033499	2578475	1756235	2700469	292443	0	0	0	0	9583	0				731730	910342	1536459	2819757	0	6265	0			27696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8066388				34500	47591	748853	63954							0	811750	579	341	0	1059	4143	592	0	90	50	0	15	25	487477	592	CONF	CONF	0	
764058																																																															0	622	6056		0			196447	5678		0	442131	0	0	0	28396	1744	2957	50453	764	1475	2825	4029	18881	176	56390	21655	185162	72087	76710	0				0	194			0	0	19010	6712	82958	90802			0			0	165													0	239818	0	0	0	0		0	29							0	385	0	0	0	0	0			0	0	0	0	0	3098	0	CONF	CONF	0	
764067																																																																594	930		5672			12231	5		2151	60778	0	305	0	15085	614	13936	11647	433	2270	2264	2680	3354	4084	3932	10425	13936	7573	8763	1064				0	0			0	0	814	1769	5718	5576			0			0	0														21175	0	0	0	0		0	220							0	3679	0	0	0	0	0			0	0	0	0	0	5415	0	CONF	CONF		
764142																																																																25723	317		20592			13486	1354		799	96865	0	0	0	17038	1328	156	20436	488	1447	3795	4853	6097	283	8756	10205	18627	21293	16177	2791				0	67			0	0	472	431	7677	2401			0			0	0														36519	0	0	0	0		0	20							0	2817	0	0	0	0	0			0	0	0	0	0	2343	0	CONF	CONF		
764151																																																																1555	0		2724			4152	0		0	22349	0	0	0	5770	23	0	6793	0	108	508	342	3596	1113	2346	4736	2957	2466	3435	546				0	0			0	0	590	0	2267	315			0			0	0														0	0	0	0	0		0	32							0	677	0	0	0	0	0			0	0	0	0	0	4244	0	CONF	CONF		
764441																																																																9173	0		6455			5490	0		0	26380	0	0	0	2064	0	1437	6857	144	427	86	77	973	357	1804	5130	3899	5323	7476	684				69	0			0	0	0	0	1609	487			0			0	0														0	0	0	0	0		0	7							0	664	0	0	0	0	0			0	0	0	0	0	362	0	CONF	CONF		
