"IDRSSD"	RCFD1410	RCFD1420	RCFD1460	RCFD1563	RCFD1590	RCFD1763	RCFD1764	RCFD1797	RCFD2081	RCFD2107	RCFD2122	RCFD2123	RCFD2746	RCFD5367	RCFD5368	RCFDA247	RCFDA570	RCFDA571	RCFDA572	RCFDA573	RCFDA574	RCFDA575	RCFDB532	RCFDB533	RCFDB534	RCFDB536	RCFDB537	RCFDB538	RCFDB539	RCFDB837	RCFDC391	RCFDC779	RCFDC780	RCFDF158	RCFDF159	RCFDF160	RCFDF161	RCFDF162	RCFDF163	RCFDG091	RCFDG092	RCFDG093	RCFDG094	RCFDG095	RCFDG096	RCFDG097	RCFDG098	RCFDG099	RCFDG100	RCFDG101	RCFDG102	RCFDG378	RCFDHK25	RCFDK098	RCFDK137	RCFDK163	RCFDK164	RCFDK165	RCFDK168	RCFDK203	RCFDK204	RCFDK207	RCON1288	RCON1420	RCON1460	RCON1545	RCON1590	RCON1763	RCON1764	RCON1766	RCON1797	RCON2081	RCON2107	RCON2122	RCON2123	RCON2165	RCON2746	RCON5367	RCON5368	RCON5370	RCONA247	RCONA564	RCONA565	RCONA566	RCONA567	RCONA568	RCONA569	RCONA570	RCONA571	RCONA572	RCONA573	RCONA574	RCONA575	RCONB531	RCONB534	RCONB535	RCONB538	RCONB539	RCONB837	RCONC391	RCONC779	RCONC780	RCONF158	RCONF159	RCONF160	RCONF161	RCONF162	RCONF163	RCONF230	RCONF231	RCONF232	RCONF576	RCONF577	RCONG091	RCONG092	RCONG093	RCONG094	RCONG095	RCONG096	RCONG097	RCONG098	RCONG099	RCONG100	RCONG101	RCONG102	RCONG376	RCONG378	RCONGW45	RCONGW46	RCONGW47	RCONHK25	RCONJ451	RCONJ454	RCONJ464	RCONJ466	RCONJ467	RCONJ468	RCONJ469	RCONJ470	RCONJ471	RCONK098	RCONK137	RCONK158	RCONK159	RCONK160	RCONK161	RCONK162	RCONK163	RCONK164	RCONK165	RCONK166	RCONK168	RCONK203	RCONK204	RCONK207	RCONK256	RCONLG24	RCONLG25	RIADG377	
	REAL ESTATE LOANS, TOTAL	R.E. LOANS-FARMLAND	R.E. LOANS MULTI-FAMILY	OTHER LOANS	LOANS TO FINANCE AGRICULTURAL PROD	C&I LOANS, U.S. ADDRESSEES	C&I LOANS, NON-U.S. ADDRESSEES	REVOLVING, OPEN-END LNS SECD BY 1-4F	LNS TO FGN GOVTS & OFFICIAL INST	OBLGS OF ST&POLITICAL SUBDVS IN U.S.	TOT LNS&LEASE LESS UNEARN INC ON LNS	UNEARNED INCOME ON LOANS	LNS TO FINC COMMCL RE,CONSTRC&LD DEV	ALL OTH LNS SECD BY 1-4FMLY-1ST LIEN	ALL OTH LNS SECD BY 1-4FMLY-JR LIENS	FXD&FLTG RT LNS&LEASES MAT 1 YR OR L	OTHER LNS&LEASES MAT 3 MONTHS OR LES	OTHER LNS&LEASES MAT OVER 3-12 MONTH	OTHER LNS&LEASES MAT OVR 1 - 3 YRS	OTHER LNS&LEASES MAT OVR 3 - 5 YRS	OTHER LNS&LEASES MAT OVR 5 - 15 YRS	OTHER LNS&LEASES MATURITY OVER 15 YR	LNS TO U.S. BRNCHES&AGNCIES FRGN BKS	LNS TO OTHER COMMRCL BKS IN THE U.S.	LNS TO OTH DEPSTRY INSTITNS IN U.S.	LNS TO FRGN BRNCHES OF OTH U.S. BNKS	LNS TO OTH BNKS IN FOREIGN COUNTRIES	CREDIT CARDS LOANS	OTHER REVOLVING CREDIT PLAN LOANS	LNS SEC BY REAL ESTATE NON-US	OTSTDNG CRED CD FEES & FIN CHGS	PURCHD IMPAIRED LNS, ETC.-OUTSTDING 	PURCHD IMPAIRED LNS, ETC.-CARRYING A	LN SECURED BY 1-4 FAM RES CONSTRUCTI	LN SECURED BY OTHR CNSTRCTN LN & LA 	LN SECURED BY OWNER OCCPD NONFARM NO	LN SECURED BY OTHR NONFARM NONRES PR	LEASE TO INDVDL FOR HSEHLD, FMLY & P	ALL OTHR LEASE FINANCING RECEIVABLES	FV LN LEASE ACQUISITION LN SCTY BY R	GROSS CONTRACT RCVBL LN SCTY BY RE	BEST EST AT ACQUISITION DT LN SCTY B	FV LN LEASE ACQUISITION CMRL AND IND	GROSS CONTRACT RCVBL CMRL AND IND LN	BEST EST AT ACQUISITION DT CMRL IND 	FV LN LEASE ACQUISITION LN TO IND HH	GROSS CONTRACT RCVBL LN TO IND HH FM	BEST EST AT ACQUISITION DT LN TO IND	FV LN LEASE ACQUISITION ALL OTHR	GROSS CONTRACT RCVBL ALL OTHR LN LEA	BEST EST AT ACQUISITION DT ALL OTHR 	PLDG LN AND LEASE	TOTAL LOANS RESTRUCTURED IN TROUBLED	LN RSTRCT HOUSE FAMILY CREDIT CARD	LN TO IND HH OTHR AUTO LN	LN RSTRCT DBT CMRL US ADR	LN RSTRCT DBT CMRL NONUS ADR	LN RSTRCT DBT RSTRCT ALL OTHR LN	ITEMIZE DBT RSTRCT LN FI AGRI	LN RSTRCT HOUSE FAMILY AUTO LN	LN RSTRCT HOUSE FAMILY OTHR CNSMR LN	LN TO IND HH OTHR AUTO LN	LOANS TO DI'S & ACCEPT OTHR	R.E. LOANS-FARMLAND	R.E. LOANS MULTI-FAMILY	LOANS FOR PURCHASING SECURITIES	LOANS TO FINANCE AGRICULTURAL PROD	C&I LOANS, U.S. ADDRESSEES	C&I LOANS, NON-U.S. ADDRESSEES	C&I LOANS	REVOLVING, OPEN-END LNS SECD BY 1-4F	LNS TO FGN GOVTS & OFFICIAL INST	OBLGS OF ST&POLITICAL SUBDVS IN U.S.	TOT LNS&LEASE LESS UNEARN INC ON LNS	UNEARNED INCOME ON LOANS	LEASE FINANCING RECEIVABLES	LNS TO FINC COMMCL RE,CONSTRC&LD DEV	ALL OTH LNS SECD BY 1-4FMLY-1ST LIEN	ALL OTH LNS SECD BY 1-4FMLY-JR LIENS	ADJTBL RATE CLOSED-END LNS SECD BY 1	FXD&FLTG RT LNS&LEASES MAT 1 YR OR L	CLSD-END LNS SECD 1ST LIENS 3 MOS LE	CLSD-END LNS SECD 1ST LIENS OV3-12 M	CLSD-END LNS SECD 1ST LIENS OV 1-3 Y	CLSD-END LNS SECD 1ST LIENS OV 3-5 Y	CLSD-END LNS SECD 1ST LIENS OVR 15 Y	LOANS SECD BY RE MAT OVER 15 YEARS	OTHER LNS&LEASES MAT 3 MONTHS OR LES	OTHER LNS&LEASES MAT OVER 3-12 MONTH	OTHER LNS&LEASES MAT OVR 1 - 3 YRS	OTHER LNS&LEASES MAT OVR 3 - 5 YRS	OTHER LNS&LEASES MAT OVR 5 - 15 YRS	OTHER LNS&LEASES MATURITY OVER 15 YR	LOANS TO COM BANKS IN THE U.S.-DERV	LNS TO OTH DEPSTRY INSTITNS IN U.S.	LOANS TO BNKS IN FGN COUN - DERIVED	CREDIT CARDS LOANS	OTHER REVOLVING CREDIT PLAN LOANS	LNS SEC BY REAL ESTATE NON-US	OTSTDNG CRED CD FEES & FIN CHGS	PURCHD IMPAIRED LNS, ETC.-OUTSTDING 	PURCHD IMPAIRED LNS, ETC.-CARRYING A	LN SECURED BY 1-4 FAM RES CONSTRUCTI	LN SECURED BY OTHR CNSTRCTN LN & LA 	LN SECURED BY OWNER OCCPD NONFARM NO	LN SECURED BY OTHR NONFARM NONRES PR	LEASE TO INDVDL FOR HSEHLD, FMLY & P	ALL OTHR LEASE FINANCING RECEIVABLES	TOTAL CARRY AMT OF CLS-END LN NEG AM	TOTAL MAX REMAINING NEG AMRTZ PERMIT	TOTAL AMT NEG AMRTZ ON CLS-END LN IN	LN SEC 1-4 RES PROP IN DMST OFC	LN SEC 1-4 RES PROP IN PROC OF FCLS	FV LN LEASE ACQUISITION LN SCTY BY R	GROSS CONTRACT RCVBL LN SCTY BY RE	BEST EST AT ACQUISITION DT LN SCTY B	FV LN LEASE ACQUISITION CMRL AND IND	GROSS CONTRACT RCVBL CMRL AND IND LN	BEST EST AT ACQUISITION DT CMRL IND 	FV LN LEASE ACQUISITION LN TO IND HH	GROSS CONTRACT RCVBL LN TO IND HH FM	BEST EST AT ACQUISITION DT LN TO IND	FV LN LEASE ACQUISITION ALL OTHR	GROSS CONTRACT RCVBL ALL OTHR LN LEA	BEST EST AT ACQUISITION DT ALL OTHR 	CNSTRCTN DEV & OTHR AMT LN INT RSRV	PLDG LN AND LEASE	LOANS LEASES FAIR VALUE	LOANS LEASES GROSS CONTR	LOANS LEASES BEST ESTIMATE	TOTAL LOANS RESTRUCTURED IN TROUBLED	ALL OTHR LN (EXCLUDE CONSUMER LN)	LN NDEP FNCL INST	OTHER LOANS	HECM REVERSE MTG	PROPRIETARY REVERSE MTG	EST NBR FEE PAID RFRL HECM REVERSE M	EST NBR FEE PAID PROPRIETARY REVERSE	PRIN AMT SOLD HECM REVERSE MTG	PRIN AMT SOLD PROPRIETARY REVERSE MT	LN RSTRCT HOUSE FAMILY CREDIT CARD	LN TO IND HH OTHR AUTO LN	LN RSTRCT DBT CNST LAND DEV 1-4 FAM 	LN RSTRCT DBT CNST LAND DEV OTHR CNS	LN RSTRCT DBT CNST LAND DEV MULTI NO	LN LAND DEV NFARM NRES SCD OWN OCC N	LN DBT LAND DEV NFARM NRES SCD NFARM	LN RSTRCT DBT CMRL US ADR	LN RSTRCT DBT CMRL NONUS ADR	LN RSTRCT DBT RSTRCT ALL OTHR LN	ITEMIZE DBT RSTRCT LN SCD FARM	ITEMIZE DBT RSTRCT LN FI AGRI	LN RSTRCT HOUSE FAMILY AUTO LN	LN RSTRCT HOUSE FAMILY OTHR CNSMR LN	LN TO IND HH OTHR AUTO LN	LN RSTRCT DBT CMRL	Number of outstanding Section 4013 l	Outstanding balance of Section 4013	CNSTRCTN DEV & OTHR AMT INT CAP	
37																																																															0	652	0		81			3531	10		3401	24556	0	0	0	10995	11	0	7810	389	1212	2373	3638	3383	0	525	5684	3069	2746	1422	0				0	0			0	0	0	233	1040	798			0			0	0													0	0	0	0	0	0		0	46							0	2556	0	0	0	0	0			0	0		0	0	1202	0	CONF	CONF	0	
242																																																															0	3790	0		2719			1465	0		131	24580	0	0	0	10404	156	0	11700	413	817	2546	3869	2759	0	6784	3686	1537	1676	493	0				0	0			0	0	0	0	0	3175			0			71	0														10404	0	0	0	79		0	12							0	1621	0	0	0	0	0			0	0	0	0	0	1107	8	CONF	CONF		
279																																																															0	5237	396		468			9998	174		193	196912	0	0	0	130896	2517	51	27503	58	164	1311	8916	31774	88400	10958	17606	1069	20811	12080	3102				0	0			0	0	11144	7871	9858	13920			0			87	0													0	30892	0	0	0	440		0	39							0	698	0	0	0	0	327			0	0		0	0	3503	26	CONF	CONF	0	
354																																																															0	187	190		1784			1872	0		0	10478	0	0	0	5492	0	303	3461	116	1240	236	1356	20	2525	890	1998	1189	615	260	0				0	0			0	0	0	0	55	0			0			0	0													0	0	0	0	0	0		0	1							0	840	0	0	0	0	0			0	0	0	0	0	57	0	CONF	CONF	0	
457																																																																5219	1129		5819			8662	686		1303	46352	0	0	0	12218	1070	110	16638	639	2254	3610	4215	1352	0	4348	10254	11424	5529	1410	1157				0	0			0	0	1383	1430	3550	1178			0			77	0														22296	0	0	0	77		0	15							0	1356	0	0	0	0	0			0	0	0	0	0	1334	0	CONF	CONF		
505																																																															0	125	36969		0			63544	14901		5342	505613	1489	0	1517	197024	2780	20987	19317	631	4397	1909	1913	67571	119661	51556	6473	68684	75010	93063	14347				0	375			0	0	8023	26004	40239	82136			0			333	137														282807	0	0	0	333		2253	39							0	2446	0	0	0	0	0			0	0	0	0	0	24902	0	CONF	CONF		
1155																																																																8535	1257		10897			59105	768		4212	205820	0	0	0	51439	3067	788	59827	3522	6702	18642	19282	3096	0	31192	24725	42638	42064	13192	570				385	127			0	0	5804	17709	22881	9502			0			125	0														110476	0	0	0	125		0	4863							0	1585	0	0	0	0	0			0	0		0	0	3684	0	CONF	CONF		
1351																																																															0	9581	0		9587			22372	0		0	108220	0	0	0	21653	0	21180	64008	2431	6328	5597	6261	562	0	15910	39339	15506	9955	2874	941				0	0			0	0	932	76	31221	0			0			2243	0														0	0	0	0	10141		0	173							0	7100	0	0	0	4060	0			1212	0	0	0	0	5525	2626	CONF	CONF		
1454																																																																6859	5483		4599			78660	8685		0	336242	2491	896	8745	96080	1315	2133	13549	2399	358	820	3618	39699	49186	13404	9689	71128	51825	87770	7743				0	495			0	0	1416	20969	46915	50598			0			0	0														0	0	0	0	3279		0	21							0	11216	0	0	0	934	782			0	0	0	0	0	4526	1563	CONF	CONF		
1669																																																																0	1647		5764			22726	0		1739	189208	0	0	0	85811	2890	59365	18730	1471	2606	541	2594	26022	52230	5470	10460	21660	20895	18394	26398				0	0			0	0	6692	42	36303	4542			0			0	166														0	0	0	0	0		0	5							0	9148	0	0	0	0	0			0	0		0	0	11899	0	CONF	CONF		
1856																																																															1807	1446	1100		1281			7732	0		144	39500	0	0	0	11001	0	10540	11545	25	1887	5210	1617	541	1720	10183	5232	7401	683	3430	471				0	0			0	0	382	9270	278	1030			0			0	0														26931	0	0	0	0		0	1							0	343	0	0	0	0	0			0	0		0	0	3685	0	CONF	CONF		
2161																																																															0	8461	2679		3011			53456	0		1168	171499	0	0	0	54113	542	32427	29458	985	9993	15196	22190	5438	311	6692	11788	63262	25960	5956	573				241	12			0	0	2672	16033	12114	13239			0			1033	51	0	0	0	0	0	0	0	0	0	0	0	0		41378				1796		0	833							0	1118	0	0	0	490	0			114	0	0	0	114	1807	159	CONF	CONF		
2732																																																																0	162997		0			62256	4371		0	429312	943	0	6496	20454	236	4182	49047	2263	2808	10291	4892	0	0	67590	19470	150415	159775	11113	0				0	0			0	0	6876	11348	42262	119120			0			0	0													0	0	0	0	0	11		0	11							0	12	0	0	0	11	0			0	0	0	0	0	312	0	CONF	CONF	0	
2750																																																																6472	477		21266			3357	0		1361	44070	0	0	0	1868	40	0	26229	0	45	217	1606	0	0	17952	8510	8330	6039	630	741				0	30			0	0	106	2702	885	3209			0			0	0													0	18554	0	0	0	0		0	1681							0	362	0	0	0	0	0			0	0	0	0	0	254	0	CONF	CONF	0	
3252																																																															0	29085	0		51261			13653	0		4736	110968	0	537	0	204	0	200	0	33	145	4	22	0	0	23736	61971	15673	7134	172	0				0	0			0	0	0	905	0	3849			0			0	0														35160	0	0	0	0		0	1867							0	1364	0	0	0	0	0			0	0	0	0	0	3507	0	CONF	CONF		
3458																																																																8927	0		9738			11619	0		0	44745	0	0	0	8255	28	0	7732	313	306	2617	4735	243	38	2487	4641	14691	12809	1692	0				0	0			0	0	546	711	1775	369			0			0	0													0	0	0	0	0	371		0	0							0	1447	0	0	0	0	0			275	275	0	0	0	1330	96	CONF	CONF	0	
3720																																																																10235	1683		7277			26202	1947		928	162909	0	0	153	33385	587	67	33388	1220	3000	11123	14344	3521	133	14059	15467	42690	54103	2577	510				0	256			0	0	4690	9500	25949	32638			0			0	0														73430	0	0	0	554		0	147							0	3021	0	0	0	0	554			0	0	0	0	0	4464	0	CONF	CONF		
3971																																																																22184	70976		4896			133845	20435		0	656771	0	28878	2228	90658	2712	40577	79911	2975	6688	15207	14046	33359	15985	115128	21753	194216	132580	84167	14976				0	385			6190	4658	4321	38959	33725	202493			0			4020	1262														251545	0	0	0	6365		0	1545							0	245	0	88	0	0	190			2067	2067	0	0	0	514	0	CONF	CONF		
4156																																																																22665	11208		6305			29137	3731		0	174635	0	394	0	52822	642	21357	25160	352	1623	3700	9079	23504	14537	9829	21088	22340	22141	37877	8514				0	0			0	0	572	1560	1694	42109			0			0	19														30056	0	0	0	0		0	0							0	916	0	0	0	0	0			0	0	0	0	0	880	0	CONF	CONF		
4231																																																															0	3513	975		335			4543	0		2259	46635	0	0	0	12566	52	0	21538	846	2585	3999	3949	963	0	10087	8050	9496	5873	196	0				0	0			0	0	202	3424	5606	10232			0			201	0													0	0	0	0	0	627		0	36							0	790	0	0	0	0	426			0	0		0	0	2102	0	CONF	CONF	0	
5069																																																																4450	538		0			6941	1257		0	246163	2737	0	0	42114	4183	17093	183233	2850	26874	11599	0	0	0	88123	105129	5933	732	0	0				0	0			0	0	51536	37948	31309	68624			0			0	0														55535	0	0	0	0		0	0							0	0	0	0	0	0	0			0	0	0	0	0	0	0	CONF	CONF		
5135																																																															0	76244	4814		106195			50055	0		1615	379154	0	0	0	64506	922	581	216844	7084	16947	25540	12401	2282	153	38410	154635	94996	9365	6312	3095				576	0			0	0	2350	8862	34785	16694			0			125	0														43149	0	0	0	169		0	43							26	4684	0	0	0	0	0			41	0	10	0	5	6809	3	CONF	CONF		
5210																																																															0	73870	48783		6207			277794	114404		65215	1739411	0	0	0	409755	33995	125815	98028	23590	34503	45133	58338	117474	130616	116227	86931	419251	356924	300568	44921				0	5710			7472	4498	18538	31053	329496	315550			0			0	763													0	866538	327738	335288	0	3733		0	1034							0	840	0	0	0	0	3733			0	0	0	0	0	7167	0	CONF	CONF	0	
5461																																																																31708	68242		17695			96410	4827		0	520629	1717	0	7937	38688	749	970	38474	2275	1090	4760	2441	11227	15268	23472	44080	165447	85218	163902	248				0	87			0	0	2113	2162	58886	186402			0			0	0													0	303720	0	0	0	0		0	4816							0	79	0	0	0	0	0			0	0	0	0	0	9482	0	CONF	CONF	0	
5751																																																																23012	6866		21643			46764	2312		488	163487	0	953	0	28136	244	23510	31531	1601	2291	1322	3738	8364	10725	22256	28678	34181	17982	21062	11192				0	21			0	0	1339	1719	13050	13128			0			0	0													0	25922	0	0	0	0		0	101							0	2235	0	0	0	0	0			0	0	0	0	0	1476	0	CONF	CONF	0	
6039																																																															0	35372	1536		3935			38157	1427		251	234138	0	0	0	33844	495	7890	35799	3963	2722	7933	12357	3525	3339	53177	34018	67098	27024	13931	1606				481	259			0	0	4809	6434	54090	46505			0			432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7497				432		0	946							0	864	0	0	0	0	0			0	0	0	0	0	4733	0	CONF	CONF	0	
6329																																																																4779	10976	0	1219	143147	0	143147	3529		849	855918	0	0	0	137131	3807	2175	148987	12428	13925	43234	62325	1223	187	38862	83836	252476	251872	88428	165	0	0	0	0	1210	0		0	0	48072	74072	98555	48198	0	0	0			0	1465	0	0	0	0	0	0	0	0	0	0	0	0	0	48262				0	383	26	383							0	212114	0	0	0	0	0	0	0	0	0	0	0	0	67851	0	CONF	CONF	0	
7009																																																															0	0	0		0			88959	0		0	342357	0	0	0	0	0	0	336280	0	0	0	0	0	0	336280	0	6077	0	0	0				0	0			0	0	0	0	0	0			0			0	0														0	0	0	0	0		0	6050							0	0	0	0	0	0	0			0	0	0	0	0	247348	0	CONF	CONF		
7045																																																															0	6266	0		7229			5072	626		1073	86746	0	0	0	42206	232	38473	4813	686	1286	2391	4516	2939	29907	1483	4349	15221	11574	4491	6994				438	11			0	0	1709	0	4677	6377			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37404				0		0	0							0	5899	0	0	0	0	0			0	0	0	0	0	4931	0	CONF	CONF	0	
7072																																																																1236	16686		148			20933	4943		0	275598	0	0	3	160808	4405	102304	11484	7128	15220	5418	5289	42810	84197	12723	4108	14835	15455	28904	38409				0	2717			2022	1225	2373	7068	28365	24719			0			827	334														120362	0	0	0	5806		0	0							0	26	0	0	0	2023	2956			0	0	0	0	0	1171	0	CONF	CONF		
7456																																																															0	13066	0		30331			13171	0		36	73273	0	0	0	5460	242	0	36341	204	1190	1468	2598	0	0	30950	4039	14626	14758	1160	2280				0	4			0	0	1099	265	4032	3757			0			0	0														52630	0	0	0	0		0	3							0	1044	0	0	0	0	0			0	0	0	0	0	763	0	CONF	CONF		
7634																																																																1543	0		6813			6736	0		0	53756	0	0	0	15696	150	0	11134	283	816	3418	6160	4973	0	3172	7173	14084	9683	3500	317				0	0			0	0	499	380	0	14632			0			0	0														1400	0	0	0	0		0	311							0	110	0	0	0	0	0			0	0	0	0	0	6886	0	CONF	CONF		
8033																																																																11420	6147		8011			34067	0		0	280436	0	0	0	110929	4446	965	101422	12462	19749	25991	51445	873	64	28147	42941	38011	50853	5205	1974				0	0			0	0	26070	32077	34081	7533			0			0	209													0	110664	0	0	0	0		0	138							0	1359	0	0	0	0	0			0	0		0	0	4158	0	CONF	CONF	0	
8462																																																															0	10027	0		11925			19842	0		0	62154	0	0	0	9086	1	850	12966	1434	458	14	389	2154	4637	15840	12429	10760	9600	3169	251				0	0			0	0	0	0	2715	1387			0			0	0														0	0	0	0	66		0	0							0	5487	0	0	0	0	0			0	0	0	0	0	1684	66	CONF	CONF		
8631																																																																204	0		780			3460	0		978	38144	0	0	0	17793	176	402	3276	0	351	357	1091	5097	10870	556	2369	3473	4664	5557	3023				0	0			0	0	0	1537	1136	6373			0			76	0													0	0	0	0	0	76		0	74							0	2832	0	0	0	0	0			0	0		0	0	2801	0	CONF	CONF	0	
9357																																																																622	19194		0			230628	1194		0	681546	0	6837	0	60	126	0	351813	0	0	0	0	60	0	158641	236431	210566	53588	22260	0				0	2415			0	0	4216	74	23362	43512			0			0	0													0	246630	0	0	0	0		348483	4							0	74	0	0	0	0	0			0	0	0	0	0	745	0	CONF	CONF	0	
9553																																																															0	37264	2489		55325			10354	0		0	119458	0	0	0	6045	355	194	55635	138	781	1617	2564	557	389	56472	3543	12451	20995	13579	6373				0	0			0	0	1874	0	3317	0			0			0	0														53149	0	0	0	0		0	927							0	906	0	0	0	0	0			0	0	0	0	0	602	0	CONF	CONF		
9807																																																																0	402710	0	0	127981	0	127981	42242		0	1679141	4669	0	0	293917	17709	66992	307722	9611	8333	25542	34648	99124	107113	205819	224441	451273	260513	245074	201	0	0	0	0	27	0		0	0	76140	252517	87861	381519	0	0	0			4228	4821	0	0	0	0	0	0	0	0	0	0	0	0	0	469520				79907	888	0	888							0	0	23238	14188	394	11208	26651	0	0	0	0	0	0	0	299	0	CONF	CONF	0	
9955																																																																19023	590		8256			18561	893		0	95288	0	6670	0	3927	0	392	41304	86	2332	736	274	142	154	13219	25667	27583	15030	8449	0				0	0			0	0	0	0	4251	32033			0			0	0														39342	0	0	0	0		0	13							0	498	0	0	0	0	0			0	0	0	0	0	573	0	CONF	CONF		
10250																																																																1414	15918		0			142729	12690		0	366439	0	0	0	39350	3324	15780	38330	742	2940	13362	9636	11834	836	23952	22774	134947	86317	57146	1832				138	325			0	0	8251	22298	62851	46964			0			0	0														134194	0	0	0	0		0	34							0	6222	0	0	0	0	0			0	0	0	0	0	3931	0	CONF	CONF		
10849																																																															0	18683	12102		8861			13266	353		3473	155591	323	0	0	34315	453	26826	26826	1277	10271	13342	8535	890	0	13965	24563	47492	32237	3344	0				0	0			0	0	5400	5619	33534	18612			0			0	0														0	0	0	0	0		0	220							0	421	0	0	0	0	0			0	0		0	0	602	0	CONF	CONF		
11145																																																																2355	0		54			35059	5690		1292	235678	0	0	0	55280	157	10260	26813	3043	7667	7782	12154	23119	684	18459	12393	49129	52209	46081	1400				0	27			0	0	2510	4899	50496	21289			0			863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26401				1839		0	0							0	3653	0	0	0	664	31			229	229		0	0	52917	52	CONF	CONF	0	
11640																																																															0	19592	4797		52861			31039	1498		0	208057	0	0	0	25283	678	19819	80688	2507	2881	1428	3675	8546	6147	11828	70662	38854	20562	15696	24659				0	0			0	0	1777	27535	22466	10101			0			25	0														73215	0	0	0	720		0	92							0	3084	0	0	0	695	0			0	0	0	0	0	7254	0	CONF	CONF		
11837																																																																676	3290		109			8479	727		3468	51622	79	0	0	15368	289	439	7882	973	2582	4770	5997	558	488	9901	1491	13452	4099	7390	0				73	0			0	0	349	3279	7384	7425			0			0	0														254	0	0	0	0		0	74							0	280	0	0	0	0	0			0	0		0	0	431	0	CONF	CONF		
12030																																																															0	55969	1193		3888			61787	0		0	333950	0	0	0	65841	288	13973	55122	1663	8394	26881	8370	20313	206	37531	40012	134456	27103	19536	9434				388	180			0	0	2663	8167	88262	22396			0			0	0														0	0	0	0	0		0	750							0	11697	0	0	0	0	0			0	0	0	0	0	10481	0	CONF	CONF		
12142																																																																3277	9261		3905			34006	1317		0	143723	0	266	0	37692	1742	1264	40813	1084	5489	10808	18860	1452	0	11046	23194	34902	34181	1485	1222				0	0			0	0	4023	12342	4524	19735			0			172	0													0	0	0	0	0	703		0	0							0	3780	0	114	0	0	417			0	0		0	0	7853	0	CONF	CONF	0	
12311		81283	1146136	1659998	56449	26456399	62610	7462635	0	457220	81235851	0	384657	13608690	194189	10617786	33493045	1515425	11380611	8934429	9864592	1831027	0	100	50	0	576885	605368	359976	0	7542			217332	969695	4141540	3608006	0	2562430	0	0	0	0	0	0	0	0	0	0	0	0	42789048	679883	0	12817581	109374	0	73215	0	0	0	4191279		81283	1146136	26518	56449	26456399	62610		7462635	0	457220	81235851	0	2562430		13608690	194189	8129206		254749	446360	607263	1242644	8196342	2782713							100	50	576885	605368	359976					217332	969695	4141540	3608006			0			387049	68127																			1012039	621441									12817581	0	14263	27706	44879	23397				0				4191279		CONF	CONF		
12647																																																															0	13327	6485		6054			19746	1668		5404	115638	0	0	0	27106	158	9041	24860	5336	6478	10766	3050	1401	9	18046	15360	36459	10811	7427	408				346	33			0	0	1188	2881	6681	23948			0			0	0														26824	0	0	0	0		0	5							0	200	0	0	0	0	0			0	0	0	0	0	408	0	CONF	CONF		
12656																																																															0	1508	0		823			1217	0		0	11278	0	0	0	6185	0	305	1288	7	181	108	422	3232	2114	328	775	1190	1290	1317	193				0	0			0	0	0	0	170	52			0			265	0														0	0	0	0	265		0	3							0	895	0	0	0	0	0			0	0	0	0	0	425	0	CONF	CONF		
12946																																																																76143	21489		23056			266184	0		1065	1366879	0	0	0	298942	9184	4094	390155	23217	38613	91130	116074	15777	10975	108845	241580	464190	177749	48408	13093				1490	0			0	0	15648	96933	162834	359237			0			134	707													0	858390	0	0	0	373		0	10189							0	8214	0	0	0	239	0			0	0	0	0	0	16271	0	CONF	CONF	0	
13103																																																																0	69958	0	0	296272	0	296272	30380		0	1973440	0	0	0	683296	6975	150499	21216	4606	8629	24465	57218	129492	457029	84789	52084	341154	339008	247502	222546	0	0	0	0	109	0		0	0	28613	50131	310245	196113	0	0	0			4116	424	0	0	0	0	0	0	0	0	0	0	0	0		973994				7656	1799	0	1799							0	292653	0	0	0	412	1653	1432	0	43	0	0	0	0	6896	1432	CONF	CONF		
13251																																																																2762	200		2721			4801	0		0	33652	0	0	0	9591	303	0	9852	248	563	4461	4142	0	128	4254	4787	7110	7007	398	145				0	0			0	0	1672	1245	804	6012			0			31	0														0	0	0	0	45		0	0							0	1302	0	0	0	0	0			0	0	0	0	0	2239	14	CONF	CONF		
13457																																																																5420	0		3791			1009	0		0	10968	0	0	0	6	0	0	3271	0	0	6	0	0	0	5701	50	3159	632	1420	0				0	0			0	0	0	0	480	0			0			0	0													0	0	0	0	0	0		0	17							0	93	0	0	0	0	0			0	0	0	0	0	152	0	CONF	CONF	0	
14155																																																															0	52775	1646		32408			17498	3398		50	209292	0	0	15014	54651	598	44917	79909	5294	16993	12919	14525	3232	1589	11134	46488	45368	40761	8072	1439				0	0			0	0	10497	5594	13751	8703			0			0	0														140209	0	0	0	1740		0	2414							0	1518	0	0	0	0	0			1740	0	0	0	0	3791	0	CONF	CONF		
14650																																																																147	0		855			12767	0		0	32213	0	0	0	1370	0	1234	3499	124	101	0	234	316	536	2067	2312	3368	4527	17666	750				0	0			0	0	0	0	989	411			0			0	0														1370	0	0	0	0		0	64							0	2320	0	0	0	0	0			0	0		0	0	13290	0	CONF	CONF		
14753																																																																2595	0		14040			4082	0		115	22469	0	164	0	618	0	360	10548	40	221	106	251	0	0	2067	9971	2437	5957	1419	0				0	0			0	0	0	0	308	99			0			0	0														0	0	0	0	0		0	1							0	200	0	0	0	0	0			0	0	0	0	0	247	0	CONF	CONF		
