"IDRSSD"	RCFD0071	RCFD0081	RCFD1773	RCFD2130	RCFD2143	RCFD2145	RCFD2150	RCFD2160	RCFD2170	RCFD2930	RCFD2948	RCFD3000	RCFD3123	RCFD3190	RCFD3200	RCFD3210	RCFD3230	RCFD3300	RCFD3545	RCFD3548	RCFD3632	RCFD3656	RCFD3838	RCFD3839	RCFD5369	RCFD6724	RCFDA130	RCFDB528	RCFDB529	RCFDB530	RCFDB989	RCFDB995	RCFDG105	RCFDJA22	RCFDJJ34	RCFN2200	RCFN6631	RCFN6636	RCON0071	RCON0081	RCON1773	RCON2130	RCON2143	RCON2145	RCON2150	RCON2160	RCON2170	RCON2200	RCON2930	RCON2948	RCON3000	RCON3123	RCON3190	RCON3200	RCON3210	RCON3230	RCON3300	RCON3545	RCON3548	RCON3632	RCON3656	RCON3838	RCON3839	RCON5369	RCON6631	RCON6636	RCON6724	RCON8678	RCONA130	RCONB528	RCONB529	RCONB530	RCONB987	RCONB989	RCONB993	RCONB995	RCONG105	RCONJA22	RCONJJ34	
	INT-BEARING BALS DUE FRM DEP INSTS	NONINTEREST-BEARING BALS&CURR&COIN	AVAILABLE-FOR-SALE SECURITIES	INVEST. IN UNCONSOLIDATED SUBS & CO.	INTANGIBLE ASSETS	PREMISES&FIXED ASSETS(INCL CAP LSES)	OTHER REAL ESTATE OWNED	OTHER ASSETS	TOTAL ASSETS	OTHER LIABILITIES, TOTAL	TOTAL LIABILITIES	MINORITY INT. IN CONSOL. SUBSIDIARIE	ALLL_AMT	OTHER BORROWED MONEY	SUBORDINATED NOTES AND DEBENTURES	TOTAL EQUITY CAPITAL	COMMON STOCK	TOT LIAB, RESERVE & CAPITAL ACCOUNTS	TOTAL TRADING ASSETS	TRADING LIABILITES	UNDIVIDED PROFITS & CAPITAL RESERVES	DIRECT INDIRECT INV IN RE	PERPETUAL PREFERRED STK&REL SURPLUS	SURPLUS	LOANS AND LEASES HELD FOR SALE	AUDIT INDICATOR	OTHER COMPONENTS OF EQUITY CAPITAL	LOANS & LEASES, NET UNEARNED INCOME	LOANS & LEASES, NET UNEARN INC&ALLOW	ACCUMULATED OTH COMPREHENSIVE INCOME	SECURS PURCHSD UDR AGRMNTS TO RESELL	SECURS SOLD UNDR AGRMNTS TO REPURCH	TOT EQT CAP INC NONCTRL MINORITY INT	Equity securities with readily deter	Held to maturity securities (ASU 201	TOTAL DEPOSITS	NON-INTEREST BEARING DEPOSITS	TOT INT BEAR DEPS IN DOM&FGN OFF	INT-BEARING BALS DUE FRM DEP INSTS	NONINTEREST-BEARING BALS&CURR&COIN	AVAILABLE-FOR-SALE SECURITIES	INVEST. IN UNCONSOLIDATED SUBS & CO.	INTANGIBLE ASSETS	PREMISES&FIXED ASSETS(INCL CAP LSES)	OTHER REAL ESTATE OWNED	OTHER ASSETS	TOTAL ASSETS	TOTAL DEPOSITS	OTHER LIABILITIES, TOTAL	TOTAL LIABILITIES	MINORITY INT. IN CONSOL. SUBSIDIARIE	ALLL_AMT	OTHER BORROWED MONEY	SUBORDINATED NOTES AND DEBENTURES	TOTAL EQUITY CAPITAL	COMMON STOCK	TOT LIAB, RESERVE & CAPITAL ACCOUNTS	TOTAL TRADING ASSETS	TRADING LIABILITES	UNDIVIDED PROFITS & CAPITAL RESERVES	DIRECT INDIRECT INV IN RE	PERPETUAL PREFERRED STK&REL SURPLUS	SURPLUS	LOANS AND LEASES HELD FOR SALE	NON-INTEREST BEARING DEPOSITS	TOT INT BEAR DEPS IN DOM&FGN OFF	AUDIT INDICATOR	FISCAL YEAR END	OTHER COMPONENTS OF EQUITY CAPITAL	LOANS & LEASES, NET UNEARNED INCOME	LOANS & LEASES, NET UNEARN INC&ALLOW	ACCUMULATED OTH COMPREHENSIVE INCOME	FEDERAL FNDS SOLD	SECURS PURCHSD UDR AGRMNTS TO RESELL	FEDERAL FNDS PURCD IN DOMESTIC OFFCS	SECURS SOLD UNDR AGRMNTS TO REPURCH	TOT EQT CAP INC NONCTRL MINORITY INT	Equity securities with readily deter	Held to maturity securities (ASU 201	
37																																							3563	2082	43898	0	0	276	0	876	74991	58700	199	58899	0	996	0	0	16092	1200	74991	0	0	10910	0	0	3500	0	15545	43155			0	25292	24296	482	0	0	0	0	16092		0	
242																																							3090	937	12467	0	0	247	0	398	42778	34081	44	37725	0	186	3600	0	5053	120	42778	0	0	4685	0	0	120	0	8016	26065			0	23762	23576	128	2063	0	0	0	5053		0	
279																																							21040	4078	13289	0	881	6161	24	8008	261498	205211	1495	231141	0	1031	24435	0	30357	1	261498	0	0	30249	0	0	0	0	25692	179519			0	172061	171030	107	1644	0	0	0	30357		35343	
354																																							1435	1402	1149	0	0	87	0	177	13926	12437	100	12537	0	153	0	0	1389	100	13926	0	0	353	0	0	936	1374	5625	6812			0	7637	7484	0	818	0	0	0	1389		0	
457																																							246	954	3	0	0	304	86	1472	53879	42510	1493	49503	0	492	5500	0	4376	60	53879	0	0	376	0	0	3940	0	7366	35144			0	47347	46855	0	3922	0	0	0	4376		37	
505																																							6248	4231	66398	0	1670	10549	161	14062	549782	449729	5182	499691	55	5961	44780	0	50036	6480	549782	0	0	28614	0	0	18403	0	79001	370728			0	452124	446163	-3461	300	0	0	0	50091		0	
1155																																							15562	8937	24708	0	0	4090	980	7776	257179	231135	2128	233263	0	3721	0	0	23916	1600	257179	0	0	17239	0	0	4900	0	31932	199203			0	190558	186837	177	8274	0	0	0	23916	0	15	
1351																																							8997	4387	9953	0	0	4802	266	1998	166540	139436	695	140131	0	1084	0	0	26409	240	166540	0	0	25658	0	0	530	0	19749	119687			0	97989	96905	-19	0	0	0	0	26409		39232	
1454																																							45782	13372	398023	0	0	3961	0	14648	740537	643518	3216	646734	0	3400	0	0	93803	1000	740537	0	0	90153	0	0	1214	2286	208944	434574			0	265865	262465	1436	0	0	0	0	93803		0	
1669																																							12867	4148	57488	0	0	4221	411	14044	289094	240049	268	240317	0	2904	0	0	48777	800	289094	0	0	47033	0	0	800	0	58587	181462			0	162362	159458	144	0	0	0	0	48777		36457	
1856																																							32831	476	32805	0	98	434	0	2662	106081	61525	143	91668	0	576	30000	0	14414	500	106082	0	0	120	0	0	13732	0	2909	58616			0	37351	36775	62	0	0	0	0	14414		0	
2040																																							1099	2417	37346	0	0	1833	0	7530	192281	148550	1002	167582	0	3047	18030	0	24699	480	192281	0	0	19779	0	0	4270	0	23990	124560			0	130274	127227	170	13234	0	0	0	24699	1595	0	
2161																																							12000	7853	16123	0	0	3966	24	5387	168106	148302	2867	151169	0	1490	0	0	16937	1000	168106	0	0	14583	0	0	1356	0	38067	110235			-253	120654	119164	251	3589	0	0	0	16937		0	
2376																																							7411	19016	32751	0	0	12905	557	173522	4069699	2951632	68856	3584495	67	28596	539832	0	485137	500	4069699	0	0	437330	0	0	62938	0	170606	2781026	2a		-15085	3519918	3491322	-546	0	0	24175	0	485204	0	332215	
2732																																							95669	8529	58085	0	1112	3246	145	4193	597163	496643	2784	499427	0	5018	0	0	97736	0	597163	0	0	91594	0	0	5789	0	113328	383315			0	431202	426184	353	0	0	0	0	97736		0	
2750																																							1750	680	9936	0	0	264	0	2707	63465	55515	490	56135	0	553	130	0	7330	115	63465	0	0	445	0	0	6900	0	4965	50550			0	39535	38982	-130	9146	0	0	0	7330		0	
3252																																							250	4205	77467	0	0	530	283	4571	194236	157083	328	166611	0	4781	7300	0	27625	200	194236	0	0	26877	0	0	300	0	29439	127644			0	111711	106930	248	0	0	1900	0	27625		0	
3458																																							3106	1188	3680	0	0	311	0	1043	56227	49400	218	51081	0	356	963	0	5146	100	56227	0	0	3923	0	0	1101	0	5062	44338			0	41716	41360	22	764	0	0	500	5146	0	4775	
3720																																							27933	6152	77121	0	0	3675	971	11255	277883	232051	2072	237276	0	1725	0	0	40607	2400	277883	0	0	19259	0	0	18600	0	50376	181675			0	152465	150740	348	0	0	0	3153	40607		36	
3971																																							36531	6541	57433	904	10063	7663	578	30120	811238	594354	12616	707535	0	1729	100565	0	103703	2	811238	0	0	1654	0	0	100923	20690	93425	500929			0	641183	639454	1124	1261	0	0	0	103703		0	
4156																																							8312	4928	34141	0	1783	6254	0	8074	222745	193920	643	199149	0	1686	3750	0	23596	1200	222745	0	0	15713	0	0	6657	0	43516	150404			0	158594	156908	26	2345	0	0	836	23596		0	
4231																																							31910	1999	40541	0	0	929	938	688	118639	100328	370	100698	0	796	0	0	17941	500	118639	0	0	5337	0	0	12100	0	27358	72970			0	42430	41634	4	0	0	0	0	17941		0	
5069																																							83791	758	28461	0	0	41977	0	6733	455664	245448	7706	253154	0	8758	0	0	202510	4500	455664	0	0	191191	0	0	4129	0	54839	190609			0	302702	293944	2690	0	0	0	0	202510		0	
5135																																							53163	6154	57495	0	1042	5570	0	15829	519895	410770	2666	444873	0	5115	31437	0	75022	651	519895	0	0	50125	0	0	24391	0	71595	339174			0	385757	380642	-145	0	0	0	0	75022		0	
5210																																							58390	18216	175712	2069	14854	28000	0	74248	1665469	1385891	13354	1497309	0	14057	73927	0	168160	4798	1665469	0	0	126301	0	0	43353	3009	76836	1309055			0	1279264	1265207	-6292	0	0	0	24137	168160	1042	24722	
5461																																							624	16108	145096	0	99	11751	0	16761	633351	560292	5576	566618	0	6137	750	0	66733	2059	633351	0	0	58708	0	0	4241	0	220887	339405			0	449049	442912	1725	0	0	0	0	66733	0	0	
5751																																							808	4523	36115	0	1194	2346	109	6921	203416	165137	1736	166873	0	2069	0	0	36543	600	203416	0	0	26343	0	0	8752	0	26173	138964			0	153433	151364	848	36	0	0	0	36543		0	
6039																																							35644	4842	21683	634	0	7409	1453	2909	288804	255358	1931	257289	0	3005	0	0	31515	469	288804	0	0	383	0	0	30568	0	80159	175199			0	210235	207230	95	7000	0	0	0	31515		0	
6329																																							37167	29744	24268	0	0	27015	865	23799	836950	751344	6368	757712	0	12710	0	0	79238	2600	836950	0	0	38959	0	0	37400	3016	250328	501016			0	699388	686678	279	4398	0	0	0	79238		0	
7009																																							260124	815	256526	0	0	2865	0	9789	806721	715913	7987	723900	0	0	0	0	82821	500	806721	0	0	81404	0	0	552	0	58659	657254			0	256956	256956	365	0	0	0	0	82821	19646	0	
7045																																							5436	3576	109744	0	0	1909	165	2431	205060	177650	666	182316	0	1350	4000	0	22744	100	205060	0	0	19787	0	0	2325	0	24882	152768			0	83149	81799	532	0	0	0	0	22744		0	
7072																																							1547	5867	22622	0	5529	7553	279	13668	326309	265810	5161	289027	0	2092	18056	0	37282	0	326309	0	0	33322	0	0	4060	1677	40886	224924			0	266260	264168	-100	2514	0	0	0	37282	0	885	
7456																																							2221	1926	10089	0	0	864	0	3488	95452	85943	222	86165	0	842	0	0	9287	400	95452	0	0	2188	0	0	6600	0	16955	68988			0	73255	72413	99	4451	0	0	0	9287		0	
7634																																							5006	922	11626	0	0	462	285	770	70140	59859	180	60039	0	1147	0	0	10101	200	70140	0	0	1781	0	0	8060	0	11350	48509			0	52215	51068	60	0	0	0	0	10101		1	
8033																																							4192	4364	5641	0	0	5973	1751	5655	294452	231620	4192	253948	0	1395	18136	0	40504	774	294452	0	0	32480	0	0	7226	0	80339	151281			0	259471	258076	24	8800	0	0	0	40504	0	0	
8462																																							8412	6171	99328	0	0	348	0	1097	179348	154299	293	154592	0	1102	0	0	24756	350	179348	0	0	23509	0	0	350	0	72128	82171			0	56519	55417	547	8575	0	0	0	24756		0	
8631																																							8387	2371	11931	0	0	3253	91	3155	65117	57213	774	57987	0	425	0	0	7130	500	65117	0	0	5810	0	0	800	0	18470	38743			0	35609	35184	20	745	0	0	0	7130		0	
9357																																							1686	10565	63759	800	34195	400	0	5935	568976	395722	6387	476609	0	4397	74500	0	92367	500	568976	0	0	37041	0	0	54661	0	140505	255217			0	455967	451570	165	66	0	0	0	92367		0	
9553																																							3775	1473	22106	0	0	896	0	7232	171652	104868	1264	155055	0	1210	48408	0	16597	400	171652	0	0	14702	0	0	1700	0	19403	85465			0	107379	106169	-205	0	0	515	0	16597		30001	
9807																																							147903	20393	307223	68	0	21486	23666	136602	2296454	1879530	6440	1918093	0	32881	7504	0	378361	20000	2296454	0	0	243274	0	0	112272	0	102641	1776889			0	1670736	1637855	2815	0	0	0	24619	378361	1258	0	
9955																																							19940	2077	46409	0	0	1014	0	2390	156345	115144	173	135817	0	1809	20500	0	20528	110	156345	0	0	17250	0	0	3023	0	27038	88106			0	86324	84515	145	0	0	0	0	20528		0	
10250																																							6600	8738	122874	0	0	9229	676	3675	435648	392238	1103	393341	0	3100	0	0	42307	1500	435648	0	0	8586	0	0	31000	0	97462	294776			0	286956	283856	1221	0	0	0	0	42307		0	
10849																																							16715	2163	90597	0	694	6653	3161	3262	249845	222341	515	222856	0	1479	0	0	26989	16	249845	0	0	11630	0	0	15375	0	27718	194622			0	128079	126600	-32	0	0	0	0	26989	0	0	
11145																																							4364	5049	19235	85	450	5496	1271	9671	262942	205560	1973	237534	0	2499	30001	0	25407	1000	262941	0	0	11226	0	0	13000	0	42434	163126			0	219820	217321	181	0	0	0	0	25407		0	
11640																																							8045	25549	100650	0	0	4059	0	21184	371734	319585	2883	322468	0	3541	0	0	49266	650	371734	0	0	5926	0	0	41845	0	93881	225703			0	215788	212247	845	0	0	0	0	49266		0	
11837																																							4357	1339	39537	0	0	1341	620	1102	96421	81313	240	81553	0	833	0	0	14868	314	96421	0	0	2763	0	0	11686	0	9164	72149			0	48958	48125	105	0	0	0	0	14868		0	
12030																																							36865	20468	24436	0	0	3623	2660	13770	391720	326133	2999	329132	0	10309	0	0	62588	300	391720	0	0	61985	0	0	300	0	101188	224945			0	285465	275156	3	12614	0	0	0	62588		2128	
12142																																							10384	6533	70435	0	0	4899	0	8628	232609	203907	3896	208303	0	1732	500	0	24306	1250	232609	0	0	9424	0	0	15650	0	66754	137153			0	129015	127283	-2018	4275	0	0	0	24306	0	172	
12179																																							7409	1745	421	0	0	1106	0	2945	44285	35917	546	36463	0	118	0	0	7822	0	44285	0	0	7824	0	0	0	0	9476	26441			0	30770	30652	-2	0	0	0	0	7822		7	
12311	927506	769474	13689898	0	2418455	970996	13650	4528459	108236482	1587104	95583611	383572	773186	5707847	434081	12269299	39999	108236482	433705	179136	2628696	796486	780000	9079146	778185		0	74975585	74202399	-258542	0	130056	12652871	2878	8704391						0							83611387										0	0						22110500	61500887							0		3934000			0		
12647																																							21080	4208	0	0	865	4268	306	1130	157719	138863	258	139121	0	1072	0	0	18598	250	157719	0	0	1292	0	0	17056	275	38629	100234			0	100103	99031	0	4475	0	0	0	18598		22081	
12656																																							3032	657	0	0	0	151	28	196	17839	15862	18	15880	0	204	0	0	1959	72	17839	0	0	1499	0	0	388	0	4946	10916			0	10808	10604	0	2475	0	0	0	1959		696	
12946																																							40490	20658	225446	32	17521	24464	770	35627	1621234	1393223	15809	1460016	0	19276	50984	0	161219	1	1621235	0	0	100319	12491	0	59756	10608	182850	1210373			0	1248893	1229617	1143	0	0	0	0	161219	3510	0	
13103																																							13347	21544	360503	0	21250	21429	0	29496	2249087	1814582	30446	1937914	13807	16215	92886	0	297365	500	2249086	0	0	242999	0	0	34019	1250	272958	1541624			0	1796483	1780268	19847	0	0	0	0	311172		0	
13251																																							13280	1771	1836	0	0	113	0	1284	47814	41582	194	42277	0	508	0	0	5536	25	47813	0	0	3527	0	0	1975	0	8006	33576			0	30038	29530	9	0	0	501	0	5536		0	
13457																																							4684	337	5721	0	0	6	0	1509	23039	16701	169	16870	0	93	0	0	6169	50	23039	0	0	253	0	0	5852	0	4381	12320			0	10875	10782	14	0	0	0	0	6169		0	
14155																																							1503	6402	13156	0	0	6848	54	8117	228989	191031	1177	205408	0	3020	5000	0	23581	176	228989	0	0	23032	0	0	160	0	22894	168137			0	194191	191171	213	1738	0	8200	0	23581		0	
14650																																							1755	1083	0	0	90	321	82	2115	39685	34470	332	34802	0	680	0	0	4883	200	39685	0	0	4383	0	0	300	0	9511	24959			0	28085	27405	0	3106	0	0	0	4883		3728	
14753																																							7350	579	6286	0	0	98	0	871	44259	37203	96	39099	0	512	0	0	5160	300	44259	0	0	2577	0	977	1277	0	12778	24425			0	24141	23629	29	0	0	1800	0	5160		5446	
14865																																							14270	14340	27182	0	1687	9585	995	15088	469401	421891	2711	424602	0	4092	0	0	44799	730	469401	0	0	31469	0	0	12381	0	100219	321672			0	387999	383907	219	0	0	0	0	44799		2347	
14977																																							2282	499	0	0	0	1635	0	930	48463	37294	77	38771	0	620	1400	0	9692	0	48463	0	0	9692	0	0	0	0	7091	30203			0	43108	42488	0	629	0	0	0	9692		0	
16551																																							1477	6406	29580	631	4151	6666	363	8239	318612	274519	497	278016	0	3043	3000	0	40596	175	318612	0	0	19797	0	0	19825	0	63259	211260			0	245182	242139	799	0	0	0	0	40596	0	18960	
16748																																							6279	1298	9188	0	268	2497	0	2808	79990	69699	738	70437	0	633	0	0	9553	400	79990	0	0	6462	0	0	2600	0	21392	48307			0	48155	47522	91	0	0	0	0	9553		10130	
17110																																							14888	2806	35102	0	0	2318	0	2972	133446	97983	9219	107202	0	279	0	0	26244	300	133446	0	0	18958	0	0	6986	0	0	97983			0	75539	75260	0	0	0	0	0	26244		100	
17147																																							124183	128185	1397856	0	468066	109588	1131	358721	10719271	8439858	111036	9205609	0	81274	460041	0	1513662	10871	10719271	0	0	418682	2626	125	1066627	5854	1473695	6966163			0	7511370	7430096	17357	0	0	75000	119674	1513662	0	692965	
17259																																							5165	1125	9214	0	0	1549	71	2651	57423	49932	1730	51662	0	151	0	0	5761	769	57423	0	0	4174	0	0	769	0	10452	39480			0	37059	36908	49	0	0	0	0	5761		740	
17950																																							12126	6951	235921	0	3641	6183	704	6145	528168	469145	2974	472119	0	4407	0	0	56049	725	528168	0	0	29624	0	0	22737	591	80419	388726			0	260313	255906	2963	0	0	0	0	56049		0	
17978																																							16567	3171	0	0	0	6019	1362	5524	294854	174521	385	176408	0	1445	1502	0	118446	0	294854	0	0	118446	0	0	0	0	3890	170631			0	132823	131378	0	0	0	0	0	118446		130833	
18050																																							22251	7708	186306	0	0	10292	0	10247	606360	537130	4209	541339	0	5140	0	0	65021	1214	606360	0	0	54933	0	0	7671	1046	189450	347680			0	354832	349692	1203	0	0	0	0	65021		18818	
18135																																							39	3545	67781	0	0	12445	0	6773	302936	249698	817	277483	0	1173	3000	0	25453	456	302936	0	0	18938	0	0	6056	0	103297	146401			0	84026	82853	3	129500	0	0	23968	25453		0	
18827																																							10188	22545	112966	1648	11481	31487	248	45948	1315731	1124651	9107	1172058	0	8083	38300	0	143673	528	1315731	0	0	45480	0	0	97791	0	279074	845577			0	1087303	1079220	-126	0	0	0	0	143673		0	
18836																																							8034	2079	7380	0	0	4205	2627	6281	159445	135379	2364	141883	0	1045	4140	0	17562	180	159445	0	0	15673	0	0	1676	0	31686	103693			0	129884	128839	33	0	0	0	0	17562		0	
18854																																							146598	9797	0	0	881	8860	188	7473	797419	696458	3092	699550	0	7836	0	0	97869	40	797419	0	0	83631	0	0	14198	8	190092	506366			0	631450	623614	0	0	0	0	0	97869	0	0	
19356																																							51	1955	13689	0	806	1359	76	3612	89890	80282	380	80662	0	967	0	0	9228	2025	89890	0	0	3598	0	0	3950	0	18957	61325			0	68972	68005	-345	337	0	0	0	9228		0	
19936																																							73613	2975	46198	0	0	4429	36	9145	326883	286783	1434	295928	0	3556	7711	0	30955	420	326883	0	0	16849	0	0	13580	0	60421	226362			0	178524	174968	106	0	0	0	0	30955		15519	
19972																																							20935	2637	0	0	0	493	0	3777	97437	75870	1221	77091	0	400	0	0	20346	0	97437	0	0	20346	0	0	0	0	199	75671			0	44285	43885	0	0	0	0	0	20346		25710	
20053																																							166	2138	9936	0	0	286	0	2513	106078	91535	414	91949	0	1280	0	0	14129	150	106078	0	0	7970	0	0	6053	0	22800	68735			0	90446	89166	-44	1873	0	0	0	14129		0	
20633																																							12625	7389	46097	0	0	5848	9567	10916	297161	252036	2710	264002	0	3051	9256	0	33159	1106	297161	0	0	29502	0	0	2816	0	26822	225214			0	206766	203715	-265	228	0	0	0	33159	776	0	
20857																																							296	2911	60786	0	142	1074	0	3019	140826	99105	198	124302	0	842	23949	0	16524	200	140826	0	0	806	0	0	13800	0	12498	86607			0	73440	72598	1718	0	0	1050	0	16524		0	
21256																																							2242	152	2894	0	0	47	0	420	10757	9511	1	9512	0	72	0	0	1245	105	10757	0	0	640	0	0	495	0	2543	6968			0	4393	4321	5	681	0	0	0	1245		0	
21359																																							4828	2048	7431	0	176	231	0	1241	52496	45296	126	46457	0	388	1035	0	6039	550	52496	0	0	2062	0	0	3350	0	10634	34662			0	36691	36303	77	0	0	0	0	6039		238	
21658																																							7531	1776	27799	0	0	1689	100	5074	180563	151320	1656	162991	0	1916	10015	0	17572	100	180563	0	0	12934	0	0	4157	0	23796	127524			0	138302	136386	381	208	0	0	0	17572		0	
22048																																							1665	4518	35151	0	0	3899	6	8476	214085	178609	1653	192015	0	1593	11753	0	22070	1000	214085	0	0	14689	0	0	6400	0	37233	141376			0	161963	160370	-19	0	0	0	0	22070	0	0	
22543																																							6108	5334	9107	0	2070	4483	208	1960	209055	184261	1077	185338	0	1092	0	0	23717	602	209055	0	0	11394	0	0	11698	1329	58601	125660			0	164511	163419	23	14129	0	0	0	23717	908	0	
22552																																							5722	2129	1144	0	0	2644	0	2237	102794	76310	595	93970	0	1179	4000	0	8824	100	102794	0	0	2316	0	0	6400	0	15644	60666			0	89767	88588	8	0	0	13065	0	8824		330	
22730																																							1210	3897	81512	0	0	3109	0	4497	188730	165640	743	171001	0	1168	387	0	17729	250	188730	0	0	16293	0	0	300	0	65651	99988			0	95583	94415	886	90	0	0	4231	17729	0	0	
23456																																							1175	1926	58548	0	0	2844	46	2213	209471	181491	566	182702	0	1722	370	0	26769	126	209471	0	0	24704	0	0	1012	0	21902	159589			0	144160	142438	927	0	0	275	0	26769		281	
23504																																							87349	71292	642897	0	109975	71625	0	175006	4714355	3840368	41377	4162953	119	31171	280263	0	551283	600	4714355	0	0	249786	0	0	310094	12643	1389501	2450867			0	3430023	3398852	-9197	0	0	0	945	551402	0	144716	
23643																																							1703	1081	73962	0	0	1562	679	6910	209563	177262	334	188626	0	999	11030	0	20937	200	209563	0	0	18750	0	0	2300	0	36506	140756			0	122990	121991	-313	1675	0	0	0	20937		0	
23755																																							7792	1436	45254	0	959	5881	0	3918	203389	181510	1135	183645	0	1748	1000	0	19744	110	203389	0	0	14905	0	0	4615	0	44908	136602			0	138404	136656	114	1493	0	0	0	19744		0	
24006																																							50990	7766	72229	0	6429	11802	1158	45323	1636970	1292356	8239	1425745	20	5664	123811	0	211204	0	1636969	1339	1339	124227	0	0	104181	0	142655	1149701			-12114	1092942	1087278	-5090	1273	0	0	0	211224	0	351383	
24378																																							5658	791	8199	0	0	1662	0	897	61914	54380	130	54510	0	192	0	0	7404	0	61914	0	0	7400	0	0	0	0	7270	47110			0	43962	43770	4	239	0	0	0	7404		698	
24453																																							32505	3632	14771	0	2275	14322	306	3712	297967	259089	990	260079	0	3493	0	0	37888	929	297967	0	0	6806	0	0	29926	2460	31594	227495			0	225595	222102	227	1882	0	0	0	37888	0	0	
24659																																							12478	1329	0	0	0	563	10	452	58632	51469	321	51790	0	427	0	0	6842	50	58632	0	0	2342	0	0	4450	0	12910	38559			0	38338	37911	0	643	0	0	0	6842		5246	
24668																																							56740	15157	268780	0	761	19451	225	19988	1711111	1452592	6626	1463868	0	13496	0	0	247243	625	1711111	0	0	87033	0	0	156588	305	230859	1221733			0	1343200	1329704	2997	0	0	0	4650	247243		0	
24949																																							16466	8201	58144	0	892	4713	107	16279	370864	324110	3688	327798	0	4782	0	0	43066	1800	370864	0	0	7820	0	0	33223	440	85878	238232			0	269971	265189	223	433	0	0	0	43066		0	
25357																																							5241	5702	25808	0	3610	5585	559	8847	442235	396723	782	397505	0	3572	0	0	44730	1608	442235	0	0	6179	486	0	36907	0	52515	344208			0	369058	365486	36	234	0	0	0	44730		20677	
25647																																							14179	505	11294	0	0	2423	0	3286	159660	134772	1822	141594	0	1642	5000	0	18066	12	159660	0	0	-6275	0	0	24079	0	13837	120935			0	129615	127973	250	0	0	0	0	18066		0	
26176																																							19402	744	14110	0	9	3140	0	10438	427516	298400	2704	376104	0	2771	75000	0	51412	1	427516	0	0	22767	245	0	29672	26085	25474	272926			-994	356114	353343	-34	0	0	0	0	51412		0	
26457																																							0	401	8480	0	0	150	0	808	32979	29534	50	29584	0	213	0	0	3395	100	32979	0	0	3041	0	0	250	0	4966	24568			0	22697	22484	4	656	0	0	0	3395		0	
26765																																							219488	22435	127238	0	13501	42705	1130	85235	1945414	1656848	9123	1665971	0	13374	0	0	279443	2360	1945414	0	0	4112	0	0	273632	976	635570	1021278			0	1444801	1431427	-661	0	0	0	0	279443		1279	
27070																																							80789	2828	119026	251	0	6429	26	9285	585419	442767	1639	447406	0	1000	3000	0	138013	0	585419	0	0	137600	0	0	0	0	12959	429808			0	364173	363173	413	3612	0	0	0	138013	0	0	
27548																																							3146	15683	201852	0	8190	16141	181	23543	848168	745511	5055	763714	0	7749	6189	0	84455	250	848169	0	0	47007	0	0	33281	5383	26331	719180			0	579466	571717	3917	0	0	6959	0	84455	2332	0	
27614																																							3800	5394	173076	0	3020	8317	0	12496	419569	359972	2265	377237	0	1322	15000	0	42332	1515	419569	0	0	33638	0	0	6139	0	86529	273443			0	214788	213466	1040	0	0	0	0	42332		0	
27847																																							12098	9350	136741	0	0	10439	411	17720	631677	543752	2706	566199	0	4599	19741	0	65478	430	631677	0	0	54808	0	0	7982	0	97295	446457			0	449240	444641	2258	0	0	0	0	65478		277	
28013																																							30795	14156	1049660	0	39423	68077	0	234455	4766815	3362310	24582	4151280	108	27832	689388	0	615427	0	4766815	10162	0	231549	0	0	400209	0	412513	2949797			-20491	3338778	3310946	4160	0	0	0	75000	615535	269	8872	
28152																																							8125	3224	18731	0	0	1628	0	5218	144254	128253	1233	130246	0	1373	760	0	14008	105	144254	0	0	3473	0	0	10000	132	29989	98264			0	108569	107196	430	0	0	0	0	14008	0	0	
28675																																							1030	1606	75113	0	288	1892	0	1931	157756	115023	1150	139673	0	629	23500	0	18083	0	157756	0	0	16983	0	0	0	0	5212	109811			0	76525	75896	1100	0	0	0	0	18083		0	
28732																																							4830	3405	13081	0	0	3227	0	2468	103629	87415	1529	91444	0	964	2500	0	12185	250	103629	0	0	11618	0	0	307	137	31676	55739			0	76437	75473	10	645	0	0	0	12185		363	
29476																																							825	722	1956	0	199	1492	174	3768	102918	85131	583	92336	0	949	6622	0	10582	0	102918	0	0	4547	0	0	6068	0	4860	80271			-42	87569	86620	9	3075	0	0	0	10582		4087	
29636																																							1194	21755	483906	17	3150	20170	3383	38264	1033753	796422	11733	939492	0	3821	10	0	94261	1	1033753	0	0	15836	0	0	81452	0	165656	630766			0	465735	461914	-3028	0	0	12000	119327	94261	0	0	
29878																																							48557	12853	31526	0	0	18493	3448	21701	1920133	1229271	26991	1286262	0	12947	30000	0	633871	0	1920133	0	0	637571	0	0	0	0	35564	1193707			0	1796502	1783555	-3700	0	0	0	0	633871		0	
30052																																							2148	1032	0	0	0	2542	0	265	28899	24237	151	24527	0	316	139	0	4372	1000	28899	0	0	2841	0	0	531	93	10182	14055			0	20046	19730	0	3089	0	0	0	4372		0	
30502																																							24265	12134	195173	0	10134	14315	285	8188	929935	749814	8114	825358	0	7312	0	0	104577	542	929935	0	0	69715	0	0	33734	3506	136083	613731			0	651636	644324	586	0	0	0	67430	104577	17611	0	
30650																																							9050	568	16262	0	0	2235	0	902	116792	100653	649	101302	0	1375	0	0	15491	96	116793	0	0	1081	0	0	14145	0	39954	60699			0	88861	87486	169	289	0	0	0	15491	0	0	
