"IDRSSD"	RIAD3123	RIAD4230	RIAD4605	RIAD5523	RIADB522	RIADC079	RIADC233	RIADC389	RIADC390	RIADC435	RIADC781	
	ALLL_AMT	PROVISION FOR CREDIT LOSSES	RECOVERIES CREDITED TO RESERVES	WRITE DOWN ARISING FRM TRNSFR TO HFS	BEGIN BALANCE (MOST RECENT) IN ALLL	CHRG-OFFS ON ALLWNCE FOR L&L LOSSES	ADJUSTMENTS	SEPARATE VAL ALLOW CRED/FIN CHGS	AMT ALLOW LN&LSE LOSS CC/FIN CHGS	ALLOCATED TRANSFER RISK RESERVE	AMT OF ALLOWNCE FOR POST-ACQUISTN LO	
37	1038	90	8	0	979	39	0			0	0	
242	169	0	5	0	168	4	0			0	0	
279	445	1	9	0	450	15	0			0	0	
354	190	0	5	0	212	27	0			0	0	
457	447	30	6	0	411	0	0			0	0	
505	4458	180	128	0	4595	445	0			0	0	
1155	2521	681	4	0	2121	285	0			0	0	
1351	1375	256	33	0	1120	34	0	0	0	0	0	
1454	3580	100	28	0	3471	19	0			0	0	
1557	481	0	0	0	481	0	0	0	0	0	0	
1669	2984	761	44	0	2555	376	0			0	0	
1829	3913	212	11	0	3790	100	0			0	0	
1856	661	30	23	0	610	2	0			0	0	
2040	3153	246	32	0	3147	272	0			0	0	
2161	587	10	10	0	589	22	0			0	0	
2376	26514	4800	0	0	24181	2467	0			0	0	
2554	106	13	20	0	74	1	0			0	0	
2732	6016	1600	21	0	5183	788	0			0	0	
2750	668	60	0	0	643	35	0			0	0	
3252	1506	300	173	0	1410	377	0			0	0	
3458	322	30	12	0	294	14	0			0	0	
3720	1517	94	0	0	1430	7	0			0	0	
3953	2763	0	11	0	2779	27	0			0	0	
4156	2153	425	55	0	2022	349	0			0	0	
4231	855	332	9	0	822	308	0			0	0	
4437	3424	590	15	0	3355	536	0			0	0	
4839	4642	900	41	0	4067	366	0			0	0	
5005	2085	353	0	0	1828	96	0			0	0	
5069	20468	0	0	0	20468	0	0			0	0	
5135	3542	450	5	0	3374	287	0			0	0	
5210	14700	2410	20	0	15252	2982	0			0	0	
5331	2012	200	0	0	1836	24	0			0	0	
5461	3431	1125	8	0	4331	2033	0			0	0	
5751	1042	0	4	0	1038	0	0			0	0	
6039	1277	50	83	0	1218	74	0			0	0	
6141	408	130	14	0	343	79	0			0	0	
6329	8426	6888	465	0	10123	9050	0			0	0	
6972	14710	-3404	2215	683	18950	2368	0			0	0	
7009	0	0	0	0	0	0	0			0	0	
7045	861	120	22	0	849	130	0			0	0	
7157	384	0	25	0	386	27	0			0	0	
7456	383	0	0	0	401	18	0	0	0	0	0	
7634	1480	510	7	0	1157	194	0			0	0	
8033	1018	82	32	0	913	9	0			0	0	
8462	493	20	31	0	469	27	0			0	0	
8631	429	15	2	0	440	28	0			0	0	
9357	5824	0	139	0	5976	291	0			0	0	
9553	816	0	0	0	823	7	0			0	0	
9807	49302	0	922	0	53932	5552	0			0	0	
9955	1143	75	11	0	1136	79	0			0	0	
10250	12637	5175	572	0	10413	3523	0			0	0	
10849	4275	575	22	0	4489	811	0			0	0	
10858	2658	226	139	0	2940	647	0	0	0	0	0	
11145	1708	450	21	0	1952	715	0			0	0	
11640	3030	173	75	0	2819	37	0			0	0	
11837	964	325	53	0	1036	450	0			0	0	
12030	9754	2713	975	0	8197	2131	0			0	0	
12142	1695	30	41	0	1756	132	0			0	0	
12245	1365	144	0	0	1323	102	0			0	0	
12311	1058160	91241	64709	1514	1228061	324337	0			0	0	
12647	732	80	0	0	833	181	0			0	0	
12656	263	15	5	0	248	5	0			0	0	
12937	2040	270	2	0	1823	55	0			0	0	
12946	9926	3127	137	0	8293	1631	0			0	0	
12955	997	1188	10	0	856	1057	0			0	0	
13103	9961	722	78	0	10004	843	0			0	0	
13251	580	0	5	0	602	27	0			0	0	
13457	136	0	19	0	117	0	0			0	0	
14052	1158	168	4	0	1051	65	0	0	0	0	0	
14155	1710	283	88	0	1570	231	0			0	0	
14650	344	153	4	0	209	22	0			0	0	
14753	503	0	0	0	503	0	0			0	0	
14865	2982	775	50	0	2976	819	0			0	0	
14977	319	20	0	0	323	24	0			0	0	
16458	2399	150	78	0	2455	284	0			0	0	
16551	2627	450	28	0	2386	237	0			0	0	
16748	466	0	14	0	457	5	0			0	0	
16944	215	0	2	0	214	1	0			0	0	
16953	119	28	8	0	91	8	0			0	0	
17110	319	0	0	0	319	0	0			0	0	
17147	77133	11219	9182	0	82977	26245	0			0	0	
17259	188	0	10	0	202	24	0			0	0	
17464	40790	7500	1653	0	46667	15030	0			0	0	
17950	2628	898	91	0	2378	739	0			0	0	
18050	2689	420	35	0	2613	379	0			0	0	
18135	1571	240	57	0	1482	208	0			0	0	
18377	202	0	0	0	202	0	0			0	0	
18827	4542	580	36	0	4225	299	0			0	0	
18836	2142	587	42	0	2365	852	0			0	0	
18854	1221	300	2	0	937	18	0			0	0	
18957	418	125	2	0	542	251	0			0	0	
19356	617	173	18	0	874	448	0			0	0	
19730	41017	16230	1221	0	41715	18149	0			0	0	
19936	4280	2000	16	0	3609	1345	0			0	0	
19972	250	0	0	0	250	0	0	0	0	0	0	
20053	992	31	235	0	980	254	0			0	0	
20512	557	0	60	0	552	55	0			0	0	
20633	2932	212	9	0	2775	64	0			0	0	
20857	621	0	0	0	621	0	0			0	0	
21256	143	5	0	0	138	0	0			0	0	
21359	195	12	0	0	187	4	0			0	0	
21630	336	13	1	0	333	11	0			0	0	
21658	1682	223	8	0	1471	20	0			0	0	
22048	2912	263	93	0	2649	93	0			0	0	
22356	2409	100	17	0	2527	235	0			0	0	
22543	936	75	2	0	877	18	0			0	0	
22552	671	30	3	0	638	0	0			0	0	
22730	719	40	4	0	709	34	0			0	0	
22936	7951	9325	118	0	6752	8244	0			0	0	
22954	1431	120	0	0	1312	1	0	0	0	0	0	
23045	191	0	5	0	186	0	0			0	0	
23241	96561	54005	2027	0	95801	55034	-238			0	0	
23456	744	137	6	0	773	172	0			0	0	
23504	9494	1600	32	0	8497	635	0			0	0	
23540	926	576	4	0	1932	1586	0			0	0	
23643	1902	360	130	0	1672	260	0			0	0	
23755	1325	198	73	0	1333	279	0			0	0	
24006	8445	3897	37	0	4692	181	0			0	0	
24453	10600	3012	36	0	10456	2904	0			0	0	
24659	393	21	13	0	382	23	0			0	0	
24668	1453	17	14	0	1466	44	0			0	0	
24855	77	0	0	0	77	0	0			0	0	
24949	10730	1870	338	0	11418	2896	0			0	0	
25357	1439	300	696	0	545	102	0			0	0	
25647	2599	107	0	0	2551	59	0			0	0	
26149	551	100	0	0	458	7	0			0	0	
26242	2755	230	150	0	2619	244	0			0	0	
26457	188	0	0	0	188	0	0			0	0	
26765	3737	225	162	0	3729	379	0			0	0	
26859	6130	1450	88	0	6330	1738	0			0	0	
27548	6068	2054	275	0	6142	2403	0			0	0	
27614	1558	180	74	0	1428	124	0			0	0	
27847	6728	3618	74	0	4930	1894	0			0	0	
28152	757	0	0	0	772	15	0			0	0	
28255	1809	218	15	0	1617	41	0			0	0	
28349	2816	800	3	0	2232	219	0			0	0	
28406	3201	252	236	0	2863	150	0			0	0	
28572	1154	191	23	0	1133	193	0	0	0	0	0	
28732	1058	90	38	0	954	24	0			0	0	
29104	9836	1128	56	0	8867	215	0			130	0	
29636	6360	927	71	0	6379	1017	0			0	0	
29953	1159	0	39	0	1142	22	0			0	0	
30052	239	3	0	0	236	0	0			0	0	
30258	12556	3579	88	0	10384	1495	0			0	0	
30418	33	0	0	0	56	23	0			0	0	
30502	9744	2630	270	0	8658	1814	0			0	0	
30650	2802	735	77	0	2429	439	0			0	0	
30810	2432087	345693	295113	0	3278024	1486743	0	0	351360	0	0	
31134	772	212	26	0	640	106	0			0	0	
31255	3456	300	174	0	3006	24	0			0	0	
31657	468	75	6	0	548	161	0			0	0	
31826	3544	750	123	0	2836	165	0			0	0	
31835	1562	150	64	0	1429	81	0			0	0	
32234	365	0	0	0	365	0	0			0	0	
32766	226	12	0	0	226	12	0			0	0	
33147	6048	1360	53	0	5033	398	0			0	0	
33259	13502	4930	21	0	13609	5058	0			0	0	
33268	658	0	2	0	664	8	0			0	0	
33754	83	0	0	0	83	0	0			0	0	
33839	82	5	0	0	77	0	0			0	0	
33857	871	120	9	0	842	100	0			0	0	
34153	15775	610	146	0	21354	6351	16			0	0	
34359	285	0	7	0	383	105	0	0	0	0	0	
34425	3317	220	20	0	3231	154	0			0	0	
34434	1146	260	3	0	1076	193	0			0	0	
34452	488	54	0	0	439	5	0			0	0	
34537	31231	1542	658	0	37744	8713	0			0	0	
34555	1258	90	4	0	1183	19	0			0	0	
34742	2149	125	10	0	2305	291	0			0	0	
34836	295	0	40	0	285	30	0			0	0	
35057	1552	0	120	0	1717	285	0			0	0	
35301	54371	1347	0	0	98955	45931	0			0	0	
35570	106971	35500	219	0	90931	19679	0			0	0	
35646	217	10	3	0	245	41	0			0	0	
35842	1800	562	14	0	1382	158	0			0	0	
36054	13410	1172	109	0	13266	1137	0			0	0	
36344	3169	202	30	0	3214	277	0			0	0	
36456	923	425	7	0	849	358	0			0	0	
36858	1568	449	35	0	2067	983	0			0	0	
36933	1676	180	52	0	1787	343	0			0	0	
37051	721	130	1	0	623	33	0			0	0	
37341	532	57	5	0	547	77	0			0	0	
37378	2591	390	5	0	2423	227	0			0	0	
37435	16906	2694	572	0	20167	6527	0			0	0	
37640	14780	2600	186	0	13317	1323	0			0	0	
