"IDRSSD"	RIAD3584	RIAD3585	RIAD3588	RIAD3589	RIAD4266	RIAD4267	RIAD4481	RIAD4482	RIAD4605	RIAD4608	RIAD4617	RIAD4618	RIAD4627	RIAD4628	RIAD4635	RIAD4638	RIAD4643	RIAD4644	RIAD4645	RIAD4646	RIAD4652	RIAD4653	RIAD4654	RIAD4655	RIAD4662	RIAD4663	RIAD4664	RIAD4665	RIAD5409	RIAD5410	RIAD5411	RIAD5412	RIADB512	RIADB513	RIADB514	RIADB515	RIADC217	RIADC218	RIADC234	RIADC235	RIADC388	RIADC880	RIADC891	RIADC892	RIADC893	RIADC894	RIADC895	RIADC896	RIADC897	RIADC898	RIADF185	RIADF187	RIADF188	RIADK129	RIADK133	RIADK205	RIADK206	
	CHG-OFFS ON LNS SECURED BY FARMLAND	RECVRS ON LNS SECURED BY FARMLAND	CHG-OFFS ON LNS SECD BY MULTI-FAMILY	RECVRS ON LNS SECD BY MULTI-FMLY RES	CHG-OFF ON LS FINANCING RECEIVABLES	RECOV ON LEASE FINANCING RECEIVABLES	CHG-OFF ON LOANS TO DEPOSITORY INST	RECOV ON LOANS TO DEPOSITORY INST	RECOVERIES CREDITED TO RESERVES	RECOVERIES ON C&I LOANS	RECOV ON C & I LNS-U.S. ADDRESSES	RECOV ON C & I LNS-NON-U.S. ADDRES	RECOV ON LNS TO FGN GOVTS & INST	RECOV ON ALL OTHER LOANS	LOSSES CHARGED TO RESERVE	CHARGE-OFFS ON C&I LOANS	CHG-OFFS ON LNS TO FGN GOVTS & INST	CHG-OFFS ON ALL OTHER LOANS	CHG-OFFS ON C&I LNS-U.S. ADDRESSES	CHG-OFFS ON C&I LNS-NON-U.S. ADDRES	CHRGE-OFFS ON R.E. LNS-NON U.S. ADDR	CHRGE-OFFS ON LNS TO U.S. DEP INST	CHRGE-OFFS ON INS TO FOREIGN BANKS	CHARGE-OFFS ON LOANS TO FARMERS	RECOV ON R.E. LOANS-NON U.S. ADDRESS	RECOV ON LOANS TO U.S. DEPOSITORY IN	RECOVERIES ON LOANS TO FOREIGN BANKS	RECOVERIES ON LOANS TO FARMERS	CHG-OFFS OF LNS TO FINC COMMCL RE,CO	RECOVERS OF LNS TO FINC COMMCL RE,CO	CHG-OFFS OF RVLVG,OPEN-END LNS SECD	RECOVERS OF RVLVG,OPEN-END LNS SECD	CHRG-OFF ON LOANS IN FOREIGN OFFICES	RECVRS ON LOANS IN FOREIGN OFFICES	CHARGE-OFFS ON: CREDIT CARDS LOANS	RECOVERIES ON CREDIT CARDS LOANS	RCVRS ON CLSD-ED LNS:SECD FRST LIENS	RCVRS ON CLSD-ED LNS:SECURD JR LIENS	CHRG-OFFS CLSD-END:SECURED 1ST LIENS	CHRG-OFFS CLSD-END:SECURED JR LIENS	UNCOLLBLE CRED CRD FEE&FIN CHGS	CHARGE-OFFS ALL OTHR LEASE FNC RECVB	1-4 FAM RES CNSTRTN LN CHARGE-OFFS	1-4 FAM RES CNSTRTN LN RECOVERIES	OTHR CNSTRCTN LN & LAND DEV CHARGE-O	OTHR CNSTRCTN LN & LAND DEV RECOVERI	LN SCD BY OWNER-OCCPD NONFARM CHARGE	LN SCD BY OWNER-OCCPD NONFARM RECOVE	LN SCD BY OTHR NONFARM NONRES CHARGE	LN SCD BY OTHR NONFARM NONRES RECOVE	CHG-OFF LEASE TO IND FOR HOME & FAM 	LEASE TO IND FOR HOUSE & OTHR EXP RE	RECOVERIES ALL OTHR LEASE FNC RCVBL	CHRG OFF AUTO LN	RCVRY AUTO LN	CHARGE-OFFS ALL OTHER	RECOVERIES ALL OTHER	
37	0	0	0	0	0	0	0	0	9	0			0	0	11	0	0	0											0	0	0	0			0	0	3	0	0	0			0	0	0	0	0	0	0	0				6	3	5	3	
242	0	0	0	0	0	0	0	0	9	0			0	0	1	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				1	0	0	9	
279	0	0	0	0	0	0	0	0	17	9			0	0	95	9	0	0											0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	86	8	
354	0	0	0	0	0	0	0	0	3	0			0	1	0	0	0	0						0				1	0	0	0	0			0	0	1	0	0	0			0	0	0	0	0	0	0	0				0	1	0	0	
457	0	0	0	0	0	0	0	0	5	0			0	3	0	0	0	0						0				3	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	2	
505	0	0	0	0	0	0	0	0	10	0		0	0	2	94	0	0	2		0	0		0	0	0		0	0	0	0	0	0			0	0	0	0	51	0			0	0	0	0	0	0	0	0	0	0		4	4	37	4	
1155	0	0	0	0	0	0	0	0	54	28			0	2	453	0	0	16						0				0	0	0	0	13			0	0	0	0	62	0			0	0	0	0	353	9	0	0				10	0	12	2	
1351	0	0	0	0	0	0	0	0	7	0			0	0	125	57	0	33						0				0	0	0	0	0			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0				19	4	16	3	
1454	0	0	0	0	0	0	0	0	64	3		0	0	6	156	30	0	10		0	0		0	0	0		0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		17	19	99	36	
1557	0	0	0	0	0	0	0	0	1	0			0	0	15	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				15	1	0	0	
1669	0	0	0	0	0	0	0	0	18	0			0	1	111	0	0	15											0	0	0	0			0	0	2	0	60	0			0	0	0	0	0	0	0	0				2	1	34	14	
1829	0	0	0	0	0	200	0	0	207	0		0	0	0	347	231	0	0		0	0		0	0	0		0	0	0	0	0	0			63	0	7	0	0	49			0	0	0	0	0	0	0	0	0	0		0	0	4	0	
1856	0	0	0	0	0	0	0	0	3	0			0	0	0	0	0	0											0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	3	
2040	0	0	0	0	0	0	0	0	40	2			0	0	1	0	0	0											0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	37				0	0	1	1	
2161	0	0	0	0	0	0	0	0	1	0			0	1	8	0	0	5						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	3	0	
2376	0	0	0	0	0	0	0	0	0	0		0	0	0	376	0	0	0		0	0		0	0	0		0	0	0	0	0	0			0	0	0	0	28	0			0	0	0	0	0	0	348	0	0	0		0	0	0	0	
2554	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
2732	0	0	0	5	0	0	0	0	92	74		0	0	0	452	153	0	0		0	0		0	0	0		0	0	0	0	0	0			0	0	0	4	25	0			0	0	0	6	0	3	271	0	0	0		3	0	0	0	
2750	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
3177	0	0	0	0	0	0	0	0	0	0		0	0	0	699	0	0	0		0	0		0	0	0		0	0	0	0	14	0			0	0	0	0	221	134			0	0	330	0	0	0	0	0	0	0		0	0	0	0	
3252	0	16	0	0	0	0	0	0	188	48			0	7	271	70	0	0						0				7	0	0	0	0			0	0	1	0	1	0			0	0	0	0	0	0	1	0				21	14	178	102	
3458	0	0	0	0	0	0	0	0	1	0			0	0	38	0	0	0						0				0	0	0	0	0			0	0	0	0	37	0			0	0	0	0	0	0	0	0				0	0	1	1	
3720	0	0	0	0	0	0	0	0	51	0			0	0	1	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	50				0	0	1	1	
3971	0	0	0	0	0	75	0	0	586	159		0	0	0	1000	0	0	86		0	0		0	86	0		0	0	0	0	32	46			0	0	109	14	134	23			0	17	29	8	0	0	45	36	0	0		0	0	651	122	
4156	0	0	0	0	0	0	0	0	78	2			0	71	23	2	0	0						0				71	0	0	0	0			0	0	2	0	21	0			0	2	0	0	0	0	0	0				0	1	0	0	
4231	0	0	0	0	0	0	0	0	14	0			0	0	46	0	0	0											0	0	0	0			0	0	5	0	31	0			0	0	0	0	0	0	0	0				5	3	10	6	
4437	0	0	0	0	0	0	0	0	176	0			0	0	77	0	0	0											0	0	0	0			0	0	48	0	65	0			0	0	0	0	0	19	0	3				0	0	12	106	
4839	0	0	282	2	0	0	0	0	29	0		0	0	0	1518	0	0	0		0	0		0	0	0		0	0	0	0	58	0			0	0	27	0	409	0			0	0	0	0	756	0	0	0	0	0		0	0	13	0	
5069	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0		0	0		0	0	0		0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	0	0	
5135	0	0	0	0	0	0	0	0	9	0		0	0	7	58	16	0	13		0	0		0	0	0		0	0	0	0	0	0			14	1	0	0	8	0			0	0	0	0	0	0	0	0	0	0		7	1	0	0	
5210	0	0	0	0	0	0	0	0	371	357		0	0	6	678	0	0	73		0	0		0	0	0		0	0	0	0	15	0			0	0	2	2	357	147			0	0	39	0	0	0	0	0	0	0		0	0	47	4	
5461	0	0	0	0	0	0	0	0	71	0		0	0	0	47	25	0	0		0	0		0	0	0		0	0	0	0	0	0			0	0	0	0	0	0			19	70	0	0	0	0	0	0	0	0		0	0	3	1	
5751	0	0	0	0	0	0	0	0	27	25			0	0	15	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				15	2	0	0	
6039	0	0	0	0	0	0	0	0	5	0			0	0	94	91	0	0						0				0	0	0	0	0			3	0	0	0	0	0			0	0	0	0	0	2	0	0				0	0	0	3	
6141	0	0	0	0	0	0	0	0	49	0			0	0	31	3	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	28	49	
6329	0	0	0	0	0	0	0	0	386	43		0	0	0	3208	259	0	0		0	0		0	0	0		0	0	0	0	0	0			43	26	5	0	92	0			0	1	0	0	167	0	0	0	0	0		2100	239	547	72	
7009	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0		0	0		0	0	0		0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	0	0	
7045	0	0	0	0	0	0	0	0	15	0			0	0	19	0	0	0						0				0	0	0	0	0			3	0	0	0	0	0			0	0	0	0	0	10	0	0				16	4	0	1	
7072	0	0	0	0	0	0	0	0	66	27			0	0	488	474	0	0											0	0	0	0			0	0	31	0	14	0			0	0	0	0	0	0	0	0				0	0	0	8	
7157	0	0	0	0	0	0	0	0	2	0			0	0	1	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	2	1	0	
7456	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0				0	0	0	0	
7634	0	0	0	0	0	0	0	0	52	26			0	0	74	60	0	0						0				0	0	0	0	0			0	0	3	0	0	0			0	0	0	23	0	0	0	0				0	0	14	0	
8033	0	0	0	0	0	0	0	0	30	2			0	28	33	0	0	10											0	0	0	0			0	0	0	0	21	0			0	0	0	0	0	0	0	0				0	0	2	0	
8462	0	0	0	0	0	0	0	0	5	0			0	0	4	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	2	4	3	
8631	0	0	0	0	0	0	0	0	8	0			0	0	17	0	0	0											0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				16	2	1	6	
9357	0	0	0	0	0	0	0	0	2	2		0	0	0	75	0	0	0		0	0		0	0	0		0	0	0	0	75	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	0	0	
9553	0	0	0	0	0	0	0	0	1	1			0	0	4	4	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
9807	0	0	13	8	0	0	0	0	2029	35		0	0	0	2247	0	0	0		0	0		0	0	0		0	0	0	0	0	0			0	0	4	6	18	66			0	0	0	1956	0	0	2150	20	0	0		0	0	0	0	
9955	0	0	0	0	0	0	0	0	13	13			0	0	2	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	2	0	
10250	6	0	0	0	0	0	0	0	234	128		0	0	12	435	5	0	25		0	0		0	0	0		0	0	0	0	0	2			1	1	1	49	0	154			0	0	26	24	194	4	20	5	0	0		0	5	4	3	
10849	0	0	0	0	0	0	0	0	147	0		0	0	43	9	0	0	0		0	0		0	0	0		0	0	0	0	0	0			0	0	1	0	9	0			0	0	0	103	0	0	0	0	0	0		0	0	0	0	
11145	0	0	0	0	0	0	0	0	30	0			0	0	75	0	0	0											0	0	0	0			0	0	11	0	22	0			0	0	0	0	47	16	0	0				0	0	6	3	
11275	0	0	0	5	0	0	0	0	417	28		0	0	12	1199	28	0	52		0	0		0	0	0		0	0	0	0	567	74			0	0	92	126	389	128			0	0	0	0	0	15	0	62	0	0		0	0	35	3	
11640	0	0	0	0	0	0	0	0	193	161		0	0	27	44	0	0	35		0	0		0	0	0		0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	2	0	0	0	0	0	0		4	2	5	1	
11837	0	0	0	0	0	0	0	0	35	29			0	1	2	0	0	2											0	0	0	0			0	0	0	0	0	0			0	0	0	1	0	0	0	0				0	4	0	0	
12030	369	44	0	0	0	0	0	0	1489	319		0	0	136	2479	878	0	101		0	0		0	3	0		0	7	0	0	0	0			0	0	501	4	451	0			0	0	44	24	449	199	0	26	0	0		33	113	154	123	
12142	0	0	0	0	0	0	0	0	30	0			0	28	142	3	0	34											0	0	0	0			4	0	0	0	0	0			0	0	89	0	0	0	0	0				0	0	12	2	
12179	0	0	0	0	0	0	0	0	27	0			0	0	2	0	0	0											0	0	0	0			0	0	26	0	2	0			0	0	0	0	0	0	0	0				0	0	0	1	
12311	6	402	323	1562					50082		10767	0	0	6061	104324		0	10414	23662	0	0	0	0	0	0	0	0	20	0	395	14504	4906	0	0	2742	103	5936	2749	12521	2228		333	808	202	335	624	7016	3635	8868	4107	171	61	96	15625	8143	4768	708	
12647	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
12656	0	0	0	0	0	0	0	0	5	0			0	0	8	0	0	0						0				0	0	0	0	0			0	0	0	0	2	0			0	0	0	0	0	0	0	0				5	4	1	1	
12937	0	0	0	0	0	0	0	0	2	0			0	0	182	0	0	0											0	0	122	2			0	0	0	0	0	0			0	0	0	0	60	0	0	0				0	0	0	0	
12946	0	0	300	0	0	0	0	0	978	10		0	0	29	3251	370	0	0		0	0		0	0	0		0	29	0	0	0	0			0	0	10	0	2139	0			22	766	84	2	0	0	11	0	0	0		27	11	298	150	
12955	0	0	0	0	0	0	0	0	1	1			0	0	0	0	0	0											0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
13103	0	0	0	0	0	0	0	0	108	0		0	0	0	1307	0	0	0		0	0		0	0	0		0	0	0	0	0	0			0	0	31	0	65	0			0	0	29	0	0	32	1100	1	0	0		84	41	29	3	
13251	0	0	0	0	0	0	0	0	31	26			0	0	21	1	0	0						0				0	0	0	0	0			0	0	0	0	11	0			0	0	0	0	0	0	0	0				0	0	9	5	
13457	0	0	0	0	0	0	0	0	1	1			0	0	0	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
14052	0	0	0	0	0	0	0	0	7	0			0	0	2	0	0	0											0	0	0	0			0	0	4	0	0	0	0		0	0	0	0	0	0	0	1				0	1	2	1	
14155	0	0	0	0	0	0	0	0	27	6			0	18	24	0	0	12						0				0	0	0	0	0			0	0	1	0	2	0			0	0	0	0	0	0	0	0				10	2	0	0	
14650	0	0	0	0	0	0	0	0	11	0			0	0	77	48	0	0											0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	1	29	10	
14753	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
14865	0	14	0	0	0	0	0	0	27	5		0	0	0	1476	0	0	1462		0	0		0	1462	0		0	0	0	0	0	0			5	0	0	3	0	0			0	0	0	2	0	3	9	0	0	0		0	0	0	0	
14977	0	0	0	0	0	0	0	0	0	0			0	0	2	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	2	0	
